"gene"	"V11"	"V2.x"	"transcript"	"uniprot_accession"
"LOC134692951"	2.05e-73	"sp|Q3ZBG9|PLS2_BOVIN"	"lcl|NC_086384.1_cds_XP_063409669.1_43732"	"Q3ZBG9"
"LOC134692952"	8.12e-75	"sp|Q3ZBG9|PLS2_BOVIN"	"lcl|NC_086384.1_cds_XP_063409674.1_43736"	"Q3ZBG9"
"LOC134692964"	8.28e-32	"sp|Q6NR09|EGRAP_DROME"	"lcl|NC_086384.1_cds_XP_063409703.1_43742"	"Q6NR09"
"LOC134693293"	4.72e-32	"sp|B2RPY5|GP161_MOUSE"	"lcl|NC_086384.1_cds_XP_063410109.1_43744"	"B2RPY5"
"LOC134692269"	1.06e-41	"sp|Q5ZIJ9|MIB2_CHICK"	"lcl|NC_086384.1_cds_XP_063408789.1_43749"	"Q5ZIJ9"
"LOC134692271"	5.49e-26	"sp|A7T1N0|TMP2L_NEMVE"	"lcl|NC_086384.1_cds_XP_063408792.1_43751"	"A7T1N0"
"LOC134692272"	7.03e-21	"sp|A7T1N0|TMP2L_NEMVE"	"lcl|NC_086384.1_cds_XP_063408793.1_43752"	"A7T1N0"
"LOC134692274"	2.61e-37	"sp|P05377|ACHAB_XENLA"	"lcl|NC_086384.1_cds_XP_063408795.1_43754"	"P05377"
"LOC134692275"	1.62e-35	"sp|P02711|ACHA_TORMA"	"lcl|NC_086384.1_cds_XP_063408796.1_43755"	"P02711"
"LOC134693015"	7.54e-28	"sp|O16926|ACH15_CAEEL"	"lcl|NC_086384.1_cds_XP_063409775.1_43757"	"O16926"
"LOC134693078"	4.74e-56	"sp|Q02337|BDH_BOVIN"	"lcl|NC_086384.1_cds_XP_063409855.1_43758"	"Q02337"
"LOC134693077"	2.41e-41	"sp|P17644|ACH2_DROME"	"lcl|NC_086384.1_cds_XP_063409854.1_43759"	"P17644"
"LOC134692278"	7.35e-26	"sp|Q27218|ACH7_CAEEL"	"lcl|NC_086384.1_cds_XP_063408798.1_43760"	"Q27218"
"LOC134692279"	1.31e-31	"sp|P10394|POL4_DROME"	"lcl|NC_086384.1_cds_XP_063408799.1_43761"	"P10394"
"LOC134693021"	1.47e-34	"sp|P09481|ACHA3_CHICK"	"lcl|NC_086384.1_cds_XP_063409782.1_43762"	"P09481"
"LOC134692281"	7.4e-40	"sp|Q6L6Q6|LYS_CRAGI"	"lcl|NC_086384.1_cds_XP_063408802.1_43764"	"Q6L6Q6"
"LOC134693038"	0	"sp|B9U3F2|DISP3_CHICK"	"lcl|NC_086384.1_cds_XP_063409804.1_43771"	"B9U3F2"
"LOC134693062"	0	"sp|O94923|GLCE_HUMAN"	"lcl|NC_086384.1_cds_XP_063409831.1_43779"	"O94923"
"LOC134693083"	0	"sp|P56399|UBP5_MOUSE"	"lcl|NC_086384.1_cds_XP_063409858.1_43797"	"P56399"
"LOC134693103"	4.81e-23	"sp|Q4R4E0|NDUB5_MACFA"	"lcl|NC_086384.1_cds_XP_063409881.1_43801"	"Q4R4E0"
"LOC134693105"	3.7e-72	"sp|Q7TNE3|SPAG7_MOUSE"	"lcl|NC_086384.1_cds_XP_063409884.1_43802"	"Q7TNE3"
"LOC134693110"	2.48e-131	"sp|P38942|CAT2_CLOK5"	"lcl|NC_086384.1_cds_XP_063409890.1_43803"	"P38942"
"LOC134693113"	1.58e-91	"sp|D6WMX4|PINK1_TRICA"	"lcl|NC_086384.1_cds_XP_063409892.1_43804"	"D6WMX4"
"LOC134693150"	4.81e-72	"sp|Q08AW4|PKHM3_XENLA"	"lcl|NC_086384.1_cds_XP_063409926.1_43813"	"Q08AW4"
"LOC134692291"	0	"sp|Q0V9R3|DI3L2_XENTR"	"lcl|NC_086384.1_cds_XP_063408810.1_43820"	"Q0V9R3"
"LOC134693194"	1.24e-109	"sp|O94827|PKHG5_HUMAN"	"lcl|NC_086384.1_cds_XP_063409984.1_43821"	"O94827"
"LOC134692292"	1.59e-75	"sp|P18910|ANPRA_RAT"	"lcl|NC_086384.1_cds_XP_063408811.1_43830"	"P18910"
"LOC134692294"	1.36e-97	"sp|Q5F478|ANR44_CHICK"	"lcl|NC_086384.1_cds_XP_063408814.1_43833"	"Q5F478"
"LOC134693049"	1.17e-45	"sp|Q3T0Y3|ST1B1_BOVIN"	"lcl|NC_086384.1_cds_XP_063409824.1_43834"	"Q3T0Y3"
"LOC134693203"	1.32e-44	"sp|P18426|SCR11_NOTSL"	"lcl|NC_086384.1_cds_XP_063410003.1_43835"	"P18426"
"LOC134692295"	6.21e-90	"sp|Q7XBS0|DUR3_ORYSJ"	"lcl|NC_086384.1_cds_XP_063408815.1_43836"	"Q7XBS0"
"LOC134692296"	2.78e-55	"sp|Q5YCC7|TMC3_CHICK"	"lcl|NC_086384.1_cds_XP_063408816.1_43837"	"Q5YCC7"
"LOC134693210"	9.1e-86	"sp|O55057|PDE6D_MOUSE"	"lcl|NC_086384.1_cds_XP_063410015.1_43842"	"O55057"
"LOC134693213"	0	"sp|O09012|PEX5_MOUSE"	"lcl|NC_086384.1_cds_XP_063410017.1_43843"	"O09012"
"LOC134692299"	4.52e-40	"sp|Q7TN88|PK1L2_MOUSE"	"lcl|NC_086384.1_cds_XP_063408819.1_43847"	"Q7TN88"
"LOC134692301"	1.81e-38	"sp|Q09575|YRD6_CAEEL"	"lcl|NC_086384.1_cds_XP_063408822.1_43849"	"Q09575"
"LOC134693218"	1.3e-40	"sp|Q09225|NRF6_CAEEL"	"lcl|NC_086384.1_cds_XP_063410027.1_43850"	"Q09225"
"LOC134692303"	1.33e-43	"sp|Q8JG38|FGFR2_DANRE"	"lcl|NC_086384.1_cds_XP_063408823.1_43856"	"Q8JG38"
"LOC134693229"	8.78e-49	"sp|Q95JD5|ST1B1_CANLF"	"lcl|NC_086384.1_cds_XP_063410040.1_43860"	"Q95JD5"
"LOC134692304"	3.38e-23	"sp|O00339|MATN2_HUMAN"	"lcl|NC_086384.1_cds_XP_063408824.1_43861"	"O00339"
"LOC134692305"	5.96e-24	"sp|O00339|MATN2_HUMAN"	"lcl|NC_086384.1_cds_XP_063408825.1_43862"	"O00339"
"LOC134692306"	1.35e-38	"sp|P05099|MATN1_CHICK"	"lcl|NC_086384.1_cds_XP_063408827.1_43863"	"P05099"
"LOC134693242"	2.01e-30	"sp|Q9QWG7|ST1B1_MOUSE"	"lcl|NC_086384.1_cds_XP_063410056.1_43864"	"Q9QWG7"
"LOC134693241"	0	"sp|Q2TBV5|TF2H2_BOVIN"	"lcl|NC_086384.1_cds_XP_063410055.1_43871"	"Q2TBV5"
"LOC134693245"	0	"sp|Q5U3A7|OPA1_DANRE"	"lcl|NC_086384.1_cds_XP_063410058.1_43872"	"Q5U3A7"
"LOC134693246"	1.33e-165	"sp|P09487|PPBT_BOVIN"	"lcl|NC_086384.1_cds_XP_063410060.1_43874"	"P09487"
"LOC134692311"	7.61e-21	"sp|O70511|ANK3_RAT"	"lcl|NC_086384.1_cds_XP_063408832.1_43877"	"O70511"
"LOC134693268"	0	"sp|Q6NYS8|OST48_DANRE"	"lcl|NC_086384.1_cds_XP_063410083.1_43879"	"Q6NYS8"
"LOC134692763"	1.02e-43	"sp|Q8TE99|PXYP1_HUMAN"	"lcl|NC_086384.1_cds_XP_063409349.1_43884"	"Q8TE99"
"LOC134693288"	1.92e-45	"sp|Q8K0H5|TAF10_MOUSE"	"lcl|NC_086384.1_cds_XP_063410104.1_43886"	"Q8K0H5"
"LOC134693287"	6.29e-47	"sp|Q5M883|CLIC2_RAT"	"lcl|NC_086384.1_cds_XP_063410103.1_43888"	"Q5M883"
"LOC134693289"	2.55e-88	"sp|Q9QYG6|CP2DR_MESAU"	"lcl|NC_086384.1_cds_XP_063410106.1_43889"	"Q9QYG6"
"LOC134693291"	2.07e-53	"sp|A3KPP3|MOG1_DANRE"	"lcl|NC_086384.1_cds_XP_063410107.1_43890"	"A3KPP3"
"LOC134693295"	0	"sp|Q6IWH7|ANO7_HUMAN"	"lcl|NC_086384.1_cds_XP_063410112.1_43891"	"Q6IWH7"
"LOC134693296"	1.45e-77	"sp|P60517|GBRAP_RAT"	"lcl|NC_086384.1_cds_XP_063410115.1_43894"	"P60517"
"LOC134693300"	0	"sp|P37287|PIGA_HUMAN"	"lcl|NC_086384.1_cds_XP_063410121.1_43897"	"P37287"
"LOC134692315"	9.58e-22	"sp|P83425|HIP_MYTED"	"lcl|NC_086384.1_cds_XP_063408834.1_43903"	"P83425"
"LOC134693316"	8.97e-91	"sp|Q9ULI1|NWD2_HUMAN"	"lcl|NC_086384.1_cds_XP_063410138.1_43904"	"Q9ULI1"
"LOC134693316"	1.09e-90	"sp|Q6P5U7|NWD2_MOUSE"	"lcl|NC_086384.1_cds_XP_063410137.1_43905"	"Q6P5U7"
"LOC134693318"	6.56e-125	"sp|P11166|GTR1_HUMAN"	"lcl|NC_086384.1_cds_XP_063410142.1_43907"	"P11166"
"LOC134693325"	2.27e-125	"sp|Q29HY3|CDC42_DROPS"	"lcl|NC_086384.1_cds_XP_063410149.1_43911"	"Q29HY3"
"LOC134693340"	0	"sp|Q6NY89|LSG1_DANRE"	"lcl|NC_086384.1_cds_XP_063410165.1_43917"	"Q6NY89"
"LOC134693343"	0	"sp|A0A0G2K344|PK3CA_RAT"	"lcl|NC_086384.1_cds_XP_063410168.1_43921"	"A0A0G2K344"
"LOC134693348"	0	"sp|Q07496|EPHA4_CHICK"	"lcl|NC_086384.1_cds_XP_063410180.1_43925"	"Q07496"
"LOC134693348"	0	"sp|Q03137|EPHA4_MOUSE"	"lcl|NC_086384.1_cds_XP_063410183.1_43927"	"Q03137"
"LOC134693349"	8.33e-40	"sp|Q2LE78|BTBD6_XENLA"	"lcl|NC_086384.1_cds_XP_063410186.1_43931"	"Q2LE78"
"LOC134693358"	7.71e-153	"sp|P21912|SDHB_HUMAN"	"lcl|NC_086384.1_cds_XP_063410202.1_43937"	"P21912"
"LOC134693052"	6.41e-36	"sp|P02711|ACHA_TORMA"	"lcl|NC_086384.1_cds_XP_063409826.1_43938"	"P02711"
"LOC134693359"	9.62e-104	"sp|Q3U4G3|XXLT1_MOUSE"	"lcl|NC_086384.1_cds_XP_063410203.1_43939"	"Q3U4G3"
"LOC134693085"	2.71e-32	"sp|G5EDR5|FUTA_CAEEL"	"lcl|NC_086384.1_cds_XP_063409863.1_43940"	"G5EDR5"
"LOC134692317"	4.14e-47	"sp|Q9QYG5|CP2DK_MESAU"	"lcl|NC_086384.1_cds_XP_063408837.1_43941"	"Q9QYG5"
"LOC134693363"	4.05e-116	"sp|Q28F51|TADBP_XENTR"	"lcl|NC_086384.1_cds_XP_063410207.1_43942"	"Q28F51"
"LOC134693368"	1.73e-127	"sp|Q91V01|MBOA5_MOUSE"	"lcl|NC_086384.1_cds_XP_063410218.1_43947"	"Q91V01"
"LOC134693373"	0	"sp|Q8IS64|ECE_LOCMI"	"lcl|NC_086384.1_cds_XP_063410226.1_43952"	"Q8IS64"
"LOC134693377"	1.65e-115	"sp|B0JZG0|S23A2_XENTR"	"lcl|NC_086384.1_cds_XP_063410234.1_43958"	"B0JZG0"
"LOC134693367"	1.27e-43	"sp|O14718|OPSX_HUMAN"	"lcl|NC_086384.1_cds_XP_063410216.1_43959"	"O14718"
"LOC134693393"	1.5e-46	"sp|Q8IXK0|PHC2_HUMAN"	"lcl|NC_086384.1_cds_XP_063410259.1_43966"	"Q8IXK0"
"LOC134693393"	8.47e-32	"sp|Q9QWH1|PHC2_MOUSE"	"lcl|NC_086384.1_cds_XP_063410257.1_43967"	"Q9QWH1"
"LOC134693401"	2.74e-136	"sp|Q9NYT6|ZN226_HUMAN"	"lcl|NC_086384.1_cds_XP_063410284.1_43988"	"Q9NYT6"
"LOC134693408"	0	"sp|Q922K7|NOP2_MOUSE"	"lcl|NC_086384.1_cds_XP_063410291.1_43991"	"Q922K7"
"LOC134693409"	0	"sp|Q95JN5|AT133_MACFA"	"lcl|NC_086384.1_cds_XP_063410292.1_43992"	"Q95JN5"
"LOC134693411"	3.36e-94	"sp|A5PJ65|RER1_BOVIN"	"lcl|NC_086384.1_cds_XP_063410297.1_43995"	"A5PJ65"
"LOC134693431"	1.81e-126	"sp|Q9JMA7|CP341_MOUSE"	"lcl|NC_086384.1_cds_XP_063410325.1_44008"	"Q9JMA7"
"LOC134693432"	1.68e-129	"sp|Q29496|CP3AO_SHEEP"	"lcl|NC_086384.1_cds_XP_063410326.1_44011"	"Q29496"
"LOC134692927"	3.68e-82	"sp|Q9H0R3|TM222_HUMAN"	"lcl|NC_086384.1_cds_XP_063409637.1_44013"	"Q9H0R3"
"LOC134693438"	4.63e-154	"sp|P56705|WNT4_HUMAN"	"lcl|NC_086384.1_cds_XP_063410332.1_44014"	"P56705"
"LOC134693439"	0	"sp|A1L258|D2HDH_DANRE"	"lcl|NC_086384.1_cds_XP_063410334.1_44015"	"A1L258"
"LOC134693440"	3.84e-49	"sp|Q5T0D9|TPRGL_HUMAN"	"lcl|NC_086384.1_cds_XP_063410337.1_44016"	"Q5T0D9"
"LOC134693442"	0	"sp|Q9W436|NEP_DROME"	"lcl|NC_086384.1_cds_XP_063410338.1_44019"	"Q9W436"
"LOC134693443"	0	"sp|Q5ZKJ5|MF13A_CHICK"	"lcl|NC_086384.1_cds_XP_063410339.1_44020"	"Q5ZKJ5"
"LOC134693444"	2.43e-99	"sp|O43447|PPIH_HUMAN"	"lcl|NC_086384.1_cds_XP_063410341.1_44021"	"O43447"
"LOC134693133"	1.12e-103	"sp|B0JZG0|S23A2_XENTR"	"lcl|NC_086384.1_cds_XP_063409910.1_44022"	"B0JZG0"
"LOC134693279"	2.98e-45	"sp|Q7T3Q7|OPSO_RUTRU"	"lcl|NC_086384.1_cds_XP_063410094.1_44025"	"Q7T3Q7"
"LOC134693233"	5.88e-26	"sp|A0A646QV53|LECS1_MYTVI"	"lcl|NC_086384.1_cds_XP_063410047.1_44026"	"A0A646QV53"
"LOC134693447"	0	"sp|F1R520|CSTN1_DANRE"	"lcl|NC_086384.1_cds_XP_063410345.1_44027"	"F1R520"
"LOC134692946"	4.78e-46	"sp|Q6ZUK4|TMM26_HUMAN"	"lcl|NC_086384.1_cds_XP_063409661.1_44029"	"Q6ZUK4"
"LOC134693461"	4.55e-122	"sp|O15013|ARHGA_HUMAN"	"lcl|NC_086384.1_cds_XP_063410363.1_44032"	"O15013"
"LOC134693464"	1.21e-157	"sp|P31029|AGT1_CALJA"	"lcl|NC_086384.1_cds_XP_063410366.1_44033"	"P31029"
"LOC134693465"	1.92e-109	"sp|A3KPP4|S2535_DANRE"	"lcl|NC_086384.1_cds_XP_063410367.1_44034"	"A3KPP4"
"LOC134693466"	1.37e-38	"sp|Q9R0W9|ACHA6_MOUSE"	"lcl|NC_086384.1_cds_XP_063410369.1_44036"	"Q9R0W9"
"LOC134693467"	2.64e-43	"sp|Q8SPU7|ACHA5_BOVIN"	"lcl|NC_086384.1_cds_XP_063410370.1_44037"	"Q8SPU7"
"LOC134693096"	1.99e-95	"sp|A3KPP4|S2535_DANRE"	"lcl|NC_086384.1_cds_XP_063409871.1_44038"	"A3KPP4"
"LOC134693474"	8.46e-136	"sp|Q8N695|SC5A8_HUMAN"	"lcl|NC_086384.1_cds_XP_063410378.1_44047"	"Q8N695"
"LOC134692323"	4.11e-25	"sp|E7FE13|LGR4_DANRE"	"lcl|NC_086384.1_cds_XP_063408845.1_44050"	"E7FE13"
"LOC134693512"	1.41e-44	"sp|P32320|CDD_HUMAN"	"lcl|NC_086384.1_cds_XP_063410418.1_44060"	"P32320"
"LOC134693514"	2.44e-142	"sp|P09242|PPBT_MOUSE"	"lcl|NC_086384.1_cds_XP_063410420.1_44061"	"P09242"
"LOC134693191"	2.15e-31	"sp|Q20929|DMSR1_CAEEL"	"lcl|NC_086384.1_cds_XP_063409977.1_44062"	"Q20929"
"LOC134693540"	2.94e-31	"sp|Q5ZIJ9|MIB2_CHICK"	"lcl|NC_086384.1_cds_XP_063410447.1_44064"	"Q5ZIJ9"
"LOC134692326"	1.14e-31	"sp|A7T1N0|TMP2L_NEMVE"	"lcl|NC_086384.1_cds_XP_063408848.1_44067"	"A7T1N0"
"LOC134692328"	8.45e-29	"sp|Q8N695|SC5A8_HUMAN"	"lcl|NC_086384.1_cds_XP_063408851.1_44069"	"Q8N695"
"LOC134693571"	1.33e-72	"sp|Q17043|APLY_APLKU"	"lcl|NC_086384.1_cds_XP_063410480.1_44071"	"Q17043"
"LOC134693572"	3.22e-83	"sp|Q6DF62|RGN_XENTR"	"lcl|NC_086384.1_cds_XP_063410484.1_44074"	"Q6DF62"
"LOC134693575"	5.69e-85	"sp|Q6DF62|RGN_XENTR"	"lcl|NC_086384.1_cds_XP_063410486.1_44076"	"Q6DF62"
"LOC134692988"	2.54e-48	"tr|A0A0G2YLH0|A0A0G2YLH0_MYTCO"	"lcl|NC_086384.1_cds_XP_063409725.1_44079"	"A0A0G2YLH0"
"LOC134693600"	6.95e-27	"sp|Q8WR62|VERL_HALRU"	"lcl|NC_086384.1_cds_XP_063410514.1_44081"	"Q8WR62"
"LOC134693603"	1.72e-28	"sp|Q1LVQ7|ALX1_DANRE"	"lcl|NC_086384.1_cds_XP_063410516.1_44083"	"Q1LVQ7"
"LOC134693643"	2.01e-170	"sp|Q9I7F7|ACKL_DROME"	"lcl|NC_086384.1_cds_XP_063410586.1_44089"	"Q9I7F7"
"LOC134693648"	0	"sp|Q9P2S5|WRP73_HUMAN"	"lcl|NC_086384.1_cds_XP_063410601.1_44120"	"Q9P2S5"
"LOC134693647"	1.84e-106	"sp|Q9H3D4|P63_HUMAN"	"lcl|NC_086384.1_cds_XP_063410591.1_44121"	"Q9H3D4"
"LOC134693647"	4e-96	"sp|Q9JJP6|P63_RAT"	"lcl|NC_086384.1_cds_XP_063410600.1_44122"	"Q9JJP6"
"LOC134693651"	0	"sp|Q9VGH7|CLCN2_DROME"	"lcl|NC_086384.1_cds_XP_063410604.1_44130"	"Q9VGH7"
"LOC134693653"	5.98e-34	"sp|O60290|ZN862_HUMAN"	"lcl|NC_086384.1_cds_XP_063410605.1_44131"	"O60290"
"LOC134693656"	1.13e-74	"sp|Q6NX89|IF5A1_DANRE"	"lcl|NC_086384.1_cds_XP_063410609.1_44132"	"Q6NX89"
"LOC134693655"	7.2e-68	"sp|Q07460|IF5A2_CHICK"	"lcl|NC_086384.1_cds_XP_063410607.1_44136"	"Q07460"
"LOC134693666"	0	"sp|P30038|AL4A1_HUMAN"	"lcl|NC_086384.1_cds_XP_063410628.1_44151"	"P30038"
"LOC134693670"	0	"sp|Q95ZS2|TDC1_CAEEL"	"lcl|NC_086384.1_cds_XP_063410634.1_44153"	"Q95ZS2"
"LOC134693676"	4.78e-32	"sp|P15101|DOPO_BOVIN"	"lcl|NC_086384.1_cds_XP_063410638.1_44154"	"P15101"
"LOC134693679"	2.38e-38	"sp|P13732|RL22_TRIGR"	"lcl|NC_086384.1_cds_XP_063410639.1_44155"	"P13732"
"LOC134693682"	0	"sp|Q5ZMP6|AP2M1_CHICK"	"lcl|NC_086384.1_cds_XP_063410645.1_44157"	"Q5ZMP6"
"LOC134693707"	1.72e-151	"sp|P09487|PPBT_BOVIN"	"lcl|NC_086384.1_cds_XP_063410676.1_44162"	"P09487"
"LOC134693709"	1.79e-38	"sp|Q8K2Y7|RM47_MOUSE"	"lcl|NC_086384.1_cds_XP_063410682.1_44168"	"Q8K2Y7"
"LOC134693708"	1.32e-140	"sp|Q5XIH7|PHB2_RAT"	"lcl|NC_086384.1_cds_XP_063410681.1_44169"	"Q5XIH7"
"LOC134693705"	1.4e-97	"sp|P20303|GTR1_PIG"	"lcl|NC_086384.1_cds_XP_063410669.1_44170"	"P20303"
"LOC134693705"	5.21e-98	"sp|P13355|GTR1_RABIT"	"lcl|NC_086384.1_cds_XP_063410671.1_44172"	"P13355"
"LOC134693706"	1.79e-98	"sp|P58353|GTR5_BOVIN"	"lcl|NC_086384.1_cds_XP_063410672.1_44173"	"P58353"
"LOC134693684"	3.26e-127	"sp|Q09325|MGAT1_RAT"	"lcl|NC_086384.1_cds_XP_063410650.1_44178"	"Q09325"
"LOC134692333"	0	"sp|P15800|LAMB2_RAT"	"lcl|NC_086384.1_cds_XP_063408857.1_44180"	"P15800"
"LOC134692343"	1.06e-35	"sp|Q6P2X9|MOT12_XENTR"	"lcl|NC_086384.1_cds_XP_063408867.1_44199"	"Q6P2X9"
"LOC134693102"	1.38e-60	"sp|Q07553|GCY3E_DROME"	"lcl|NC_086384.1_cds_XP_063409880.1_44200"	"Q07553"
"LOC134693104"	4.44e-27	"sp|O88572|LRP6_MOUSE"	"lcl|NC_086384.1_cds_XP_063409882.1_44201"	"O88572"
"LOC134693748"	7.71e-39	"sp|Q0E908|HIL_DROME"	"lcl|NC_086384.1_cds_XP_063410727.1_44203"	"Q0E908"
"LOC134693751"	3.66e-91	"sp|Q09221|CPNA2_CAEEL"	"lcl|NC_086384.1_cds_XP_063410728.1_44205"	"Q09221"
"LOC134692344"	2.43e-58	"sp|O70165|FCN1_MOUSE"	"lcl|NC_086384.1_cds_XP_063408868.1_44216"	"O70165"
"LOC134693764"	8e-124	"sp|Q0VA04|SMG8_XENTR"	"lcl|NC_086384.1_cds_XP_063410739.1_44217"	"Q0VA04"
"LOC134693769"	0	"sp|Q9W436|NEP_DROME"	"lcl|NC_086384.1_cds_XP_063410745.1_44222"	"Q9W436"
"LOC134693773"	0	"sp|Q9JKZ2|SC5A3_MOUSE"	"lcl|NC_086384.1_cds_XP_063410752.1_44233"	"Q9JKZ2"
"LOC134693649"	6.17e-30	"sp|O22040|ANP1_ARATH"	"lcl|NC_086384.1_cds_XP_063410602.1_44235"	"O22040"
"LOC134693436"	6.53e-38	"sp|O22040|ANP1_ARATH"	"lcl|NC_086384.1_cds_XP_063410330.1_44236"	"O22040"
"LOC134693135"	2.41e-44	"sp|Q8R4G9|ACHA3_MOUSE"	"lcl|NC_086384.1_cds_XP_063409912.1_44238"	"Q8R4G9"
"LOC134693776"	3.76e-43	"sp|Q15825|ACHA6_HUMAN"	"lcl|NC_086384.1_cds_XP_063410756.1_44239"	"Q15825"
"LOC134693488"	3.07e-42	"sp|Q5AXT5|PIF1_EMENI"	"lcl|NC_086384.1_cds_XP_063410392.1_44240"	"Q5AXT5"
"LOC134692350"	6.04e-41	"sp|Q8R4G9|ACHA3_MOUSE"	"lcl|NC_086384.1_cds_XP_063408875.1_44241"	"Q8R4G9"
"LOC134692351"	4.19e-21	"sp|P43679|ACHB3_CHICK"	"lcl|NC_086384.1_cds_XP_063408876.1_44242"	"P43679"
"LOC134693778"	2.08e-27	"sp|Q15822|ACHA2_HUMAN"	"lcl|NC_086384.1_cds_XP_063410757.1_44244"	"Q15822"
"LOC134692353"	3.19e-29	"sp|P32297|ACHA3_HUMAN"	"lcl|NC_086384.1_cds_XP_063408877.1_44245"	"P32297"
"LOC134693784"	0	"sp|P52569|CTR2_HUMAN"	"lcl|NC_086384.1_cds_XP_063410762.1_44247"	"P52569"
"LOC134692355"	3.03e-66	"sp|O70511|ANK3_RAT"	"lcl|NC_086384.1_cds_XP_063408879.1_44255"	"O70511"
"LOC134692356"	6.83e-87	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086384.1_cds_XP_063408881.1_44256"	"P16157"
"LOC134693788"	1.25e-118	"sp|Q4V8D9|LRC34_RAT"	"lcl|NC_086384.1_cds_XP_063410771.1_44257"	"Q4V8D9"
"LOC134693148"	1.7e-119	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086384.1_cds_XP_063409925.1_44263"	"Q9NRA2"
"LOC134693156"	5.39e-134	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086384.1_cds_XP_063409935.1_44264"	"Q9NRA2"
"LOC134693156"	1.16e-101	"sp|Q03567|SL172_CAEEL"	"lcl|NC_086384.1_cds_XP_063409938.1_44266"	"Q03567"
"LOC134692357"	5.45e-116	"sp|Q9I9R3|S40A1_DANRE"	"lcl|NC_086384.1_cds_XP_063408882.1_44267"	"Q9I9R3"
"LOC134693164"	3.31e-80	"sp|V5NAL9|TLR4_PINIB"	"lcl|NC_086384.1_cds_XP_063409948.1_44277"	"V5NAL9"
"LOC134693807"	2.98e-61	"sp|Q6AZB8|HARB1_DANRE"	"lcl|NC_086384.1_cds_XP_063410792.1_44282"	"Q6AZB8"
"LOC134692360"	3.42e-38	"sp|P17644|ACH2_DROME"	"lcl|NC_086384.1_cds_XP_063408885.1_44283"	"P17644"
"LOC134693813"	4.49e-49	"sp|P09481|ACHA3_CHICK"	"lcl|NC_086384.1_cds_XP_063410798.1_44286"	"P09481"
"LOC134693812"	2.35e-38	"sp|Q8R4G9|ACHA3_MOUSE"	"lcl|NC_086384.1_cds_XP_063410797.1_44287"	"Q8R4G9"
"LOC134692368"	6.4e-114	"sp|P18206|VINC_HUMAN"	"lcl|NC_086384.1_cds_XP_063408890.1_44294"	"P18206"
"LOC134692371"	0	"sp|Q6PF21|SYMC_XENLA"	"lcl|NC_086384.1_cds_XP_063408892.1_44296"	"Q6PF21"
"LOC134692374"	1.17e-102	"sp|Q8CJ40|CROCC_MOUSE"	"lcl|NC_086384.1_cds_XP_063408894.1_44297"	"Q8CJ40"
"LOC134692375"	1.76e-53	"sp|P37747|GLF_ECOLI"	"lcl|NC_086384.1_cds_XP_063408895.1_44298"	"P37747"
"LOC134693825"	2.42e-65	"sp|Q568H3|MD2L2_DANRE"	"lcl|NC_086384.1_cds_XP_063410805.1_44299"	"Q568H3"
"LOC134693827"	0	"sp|Q5ZIJ9|MIB2_CHICK"	"lcl|NC_086384.1_cds_XP_063410806.1_44302"	"Q5ZIJ9"
"LOC134693828"	0	"sp|B1WAP7|DVL3_XENTR"	"lcl|NC_086384.1_cds_XP_063410818.1_44309"	"B1WAP7"
"LOC134693831"	9.65e-43	"sp|Q90268|PAX2A_DANRE"	"lcl|NC_086384.1_cds_XP_063410826.1_44319"	"Q90268"
"LOC134693833"	1.57e-72	"sp|A8WHR0|DCA17_DANRE"	"lcl|NC_086384.1_cds_XP_063410833.1_44328"	"A8WHR0"
"LOC134693837"	0	"sp|Q3UY96|CFA74_MOUSE"	"lcl|NC_086384.1_cds_XP_063410839.1_44329"	"Q3UY96"
"LOC134693842"	1.82e-56	"sp|B1AJZ9|FHAD1_HUMAN"	"lcl|NC_086384.1_cds_XP_063410851.1_44335"	"B1AJZ9"
"LOC134693856"	3.72e-73	"sp|Q5E946|PARK7_BOVIN"	"lcl|NC_086384.1_cds_XP_063410868.1_44338"	"Q5E946"
"LOC134693853"	5.66e-147	"sp|Q02978|M2OM_HUMAN"	"lcl|NC_086384.1_cds_XP_063410864.1_44339"	"Q02978"
"LOC134693860"	1.63e-25	"sp|Q5RC61|SH3L3_PONAB"	"lcl|NC_086384.1_cds_XP_063410872.1_44340"	"Q5RC61"
"LOC134693854"	2.18e-66	"sp|Q4FZX7|SRPRB_RAT"	"lcl|NC_086384.1_cds_XP_063410865.1_44341"	"Q4FZX7"
"LOC134693852"	1.73e-41	"sp|Q5ZJX0|LAAT1_CHICK"	"lcl|NC_086384.1_cds_XP_063410863.1_44344"	"Q5ZJX0"
"LOC134693841"	0	"sp|O43432|IF4G3_HUMAN"	"lcl|NC_086384.1_cds_XP_063410843.1_44345"	"O43432"
"LOC134693855"	2.68e-42	"sp|Q460N3|PAR15_HUMAN"	"lcl|NC_086384.1_cds_XP_063410866.1_44361"	"Q460N3"
"LOC134692382"	2.95e-55	"sp|Q7T3T2|CALM_EPIAK"	"lcl|NC_086384.1_cds_XP_063408900.1_44362"	"Q7T3T2"
"LOC134693839"	1.3e-38	"sp|Q460N3|PAR15_HUMAN"	"lcl|NC_086384.1_cds_XP_063410842.1_44364"	"Q460N3"
