LOC_ID,protein_name,gene_set,n_samples,n_at_floor,frac_samples_at_floor,floor_flag
LOC134712187,Spermatogenesis-associated protein 17,DEG_union,46,0,0,ok
LOC134712215,Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2),candidate,46,0,0,ok
LOC134712239,GRIP and coiled-coil domain-containing protein 2 (185 kDa Golgi coiled-coil protein) (GCC185) (CLL-associated antigen KW-11) (CTCL tumor antigen se1-1) (Ran-binding protein 2-like 4) (RanBP2L4) (Renal carcinoma antigen NY-REN-53),DEG_union,46,0,0,ok
LOC134712263,"Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]",DEG_union,46,0,0,ok
LOC134712325,F-box-like/WD repeat-containing protein TBL1X (Transducin beta-like protein 1X),DEG_union,46,0,0,ok
LOC134712332,NA,DEG_union,46,0,0,ok
LOC134712334,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B'-gamma) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta),DEG_union,46,0,0,ok
LOC134712344,Endoribonuclease Dicer (EC 3.1.26.3),DEG_union,46,0,0,ok
LOC134712367,Stress-induced-phosphoprotein 1 (STI1),DEG_union,46,0,0,ok
LOC134712375,NA,DEG_union,46,0,0,ok
LOC134712475,NA,DEG_union,46,0,0,ok
LOC134712481,Transcription factor Sox-2 (XSox2) (XlSox-2) (SRY (sex determining region Y)-box 2),DEG_union,46,0,0,ok
LOC134712491,Disks large homolog 2 (Postsynaptic density protein 93) (PSD-93),DEG_union,46,0,0,ok
LOC134712524,NA,DEG_union,46,0,0,ok
LOC134712538,NA,DEG_union,46,0,0,ok
LOC134712551,NA,DEG_union,46,0,0,ok
LOC134712565,Tubulin beta chain (Beta-tubulin),DEG_union,46,0,0,ok
LOC134712581,Zinc finger protein 318 (Endocrine regulatory protein),DEG_union,46,0,0,ok
LOC134712600,Calmodulin (CaM),DEG_union,46,0,0,ok
LOC134712768,NA,DEG_union,46,0,0,ok
LOC134712792,NA,DEG_union,46,0,0,ok
LOC134712824,Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)],DEG_union,46,0,0,ok
LOC134712860,26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1),DEG_union,46,0,0,ok
LOC134713071,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1),DEG_union,46,0,0,ok
LOC134713699,NA,DEG_union,46,0,0,ok
LOC134713745,Actin-2 (EC 3.6.4.-),DEG_union,46,0,0,ok
LOC134713835,NA,DEG_union,46,0,0,ok
LOC134713904,NA,DEG_union,46,0,0,ok
LOC134713934,Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2) (Bx24),DEG_union,46,0,0,ok
LOC134714175,NA,DEG_union,46,0,0,ok
LOC134714372,Transmembrane protein 214,DEG_union,46,0,0,ok
LOC134714392,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),candidate,46,0,0,ok
LOC134714594,NA,DEG_union,46,0,0,ok
LOC134714597,NA,DEG_union,46,0,0,ok
LOC134714618,NA,DEG_union,46,0,0,ok
LOC134714625,E3 ubiquitin-protein ligase arih1 (EC 2.3.2.31) (Protein ariadne-1 homolog) (ARI-1),DEG_union,46,0,0,ok
LOC134714663,NA,DEG_union,46,0,0,ok
LOC134714675,Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17),DEG_union,46,0,0,ok
LOC134714716,Protein BTG1 (B-cell translocation gene 1 protein),DEG_union,46,0,0,ok
LOC134714744,Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3),DEG_union,46,0,0,ok
LOC134714791,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)",candidate,46,0,0,ok
LOC134714838,Vesicular integral-membrane protein VIP36 (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36),DEG_union,46,0,0,ok
LOC134714852,La-related protein 6 (Acheron) (Achn) (La ribonucleoprotein domain family member 6),DEG_union,46,0,0,ok
LOC134714888,Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2) (Arachidonate--CoA ligase ACSBG2) (EC 6.2.1.15),DEG_union,46,0,0,ok
LOC134714916,NA,DEG_union,46,0,0,ok
LOC134714939,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",candidate,46,0,0,ok
LOC134714949,Perilipin-2 (Adipophilin) (Adipose differentiation-related protein) (ADRP),DEG_union,46,0,0,ok
LOC134714978,Nuclear transcription factor Y subunit alpha (CAAT box DNA-binding protein subunit A) (Nuclear transcription factor Y subunit A) (NF-YA),DEG_union,46,0,0,ok
LOC134714998,Drebrin-like protein,DEG_union,46,0,0,ok
LOC134715019,NA,DEG_union,46,0,0,ok
LOC134715039,Junction-mediating and -regulatory protein,DEG_union,46,0,0,ok
LOC134715050,Polyubiquitin-C [Cleaved into: Ubiquitin; Ubiquitin-related],DEG_union,46,0,0,ok
LOC134715079,Myocyte-specific enhancer factor 2A,DEG_union,46,0,0,ok
LOC134715081,Myocyte-specific enhancer factor 2C,DEG_union,46,0,0,ok
LOC134715138,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)",candidate,46,0,0,ok
LOC134715146,Elongation factor 2 (EF-2) (EC 3.6.5.-),DEG_union,46,0,0,ok
LOC134715211,Pregnancy zone protein (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 6),DEG_union,46,0,0,ok
LOC134715279,High mobility group protein B1 (Amphoterin) (Heparin-binding protein p30) (High mobility group protein 1) (HMG-1),DEG_union,46,0,0,ok
LOC134715299,Max-interacting protein 1 (Max interactor 1),DEG_union,46,0,0,ok
LOC134715301,BTB/POZ domain-containing protein 2,DEG_union,46,0,0,ok
LOC134715335,Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2),DEG_union,46,0,0,ok
LOC134715354,Glutathione S-transferase 1 (EC 2.5.1.18) (GST class-sigma),candidate,46,0,0,ok
LOC134715370,NA,DEG_union,46,0,0,ok
LOC134715394,Heterogeneous nuclear ribonucleoprotein K (hnRNP K),DEG_union,46,0,0,ok
LOC134715472,"ATP-dependent Clp protease proteolytic subunit, mitochondrial (EC 3.4.21.92) (Endopeptidase Clp)",DEG_union,46,0,0,ok
LOC134715478,Transforming acidic coiled-coil-containing protein 1 (Gastric cancer antigen Ga55) (Taxin-1),DEG_union,46,0,0,ok
LOC134715482,Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA),candidate,46,0,0,ok
LOC134715511,Protein hu-li tai shao (Adducin-like protein),DEG_union,46,0,0,ok
LOC134715516,Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2),DEG_union,46,0,0,ok
LOC134715557,ATPase family AAA domain-containing protein 2B,DEG_union,46,0,0,ok
LOC134715563,Protein hu-li tai shao (Adducin-like protein),DEG_union,46,0,0,ok
LOC134715565,"Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (Monolysocardiolipin acyltransferase) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]",DEG_union,46,0,0,ok
LOC134715575,"Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]",DEG_union,46,0,0,ok
LOC134715591,NA,DEG_union,46,0,0,ok
LOC134715606,Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase),DEG_union,46,0,0,ok
LOC134715612,NA,DEG_union,46,0,0,ok
LOC134715613,Transmembrane protein 127,DEG_union,46,0,0,ok
LOC134715630,Cilia- and flagella-associated protein 99,DEG_union,46,0,0,ok
LOC134715632,Uncharacterized protein ZK1073.1,DEG_union,46,0,0,ok
LOC134715644,NA,DEG_union,46,0,0,ok
LOC134715679,NA,DEG_union,46,0,0,ok
LOC134715685,Protein disulfide-isomerase A3 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Glucose-regulated thiol oxidoreductase 58 kDa protein),DEG_union,46,0,0,ok
LOC134715721,Transient receptor potential cation channel subfamily M member 3 (Long transient receptor potential channel 3) (LTrpC-3) (LTrpC3) (Melastatin-2) (MLSN2),DEG_union,46,0,0,ok
LOC134715733,"Inactive tyrosine-protein kinase transmembrane receptor ROR1 (mROR1) (Neurotrophic tyrosine kinase, receptor-related 1)",DEG_union,46,0,0,ok
LOC134715770,Protein AF-9 (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein homolog),DEG_union,46,0,0,ok
LOC134715806,NA,DEG_union,46,0,0,ok
LOC134715828,Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67 homolog) (Antigen KI-67 homolog) (Antigen Ki67 homolog),DEG_union,46,0,0,ok
LOC134715898,NA,DEG_union,46,0,0,ok
LOC134715908,Dye-decolorizing peroxidase YfeX (EC 1.11.1.-),candidate,46,0,0,ok
LOC134716025,NA,DEG_union,46,0,0,ok
LOC134716050,Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R),DEG_union,46,0,0,ok
LOC134716100,C-terminal-binding protein (CtBP protein) (dCtBP),DEG_union,46,0,0,ok
LOC134716101,DDRGK domain-containing protein 1,DEG_union,46,0,0,ok
LOC134716124,NA,DEG_union,46,0,0,ok
LOC134716126,Programmed cell death protein 4 (Protein I11/6),DEG_union,46,0,0,ok
LOC134716131,NA,DEG_union,46,0,0,ok
LOC134716146,Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1),candidate,46,0,0,ok
LOC134716164,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",DEG_union,46,0,0,ok
LOC134716186,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta),DEG_union,46,0,0,ok
LOC134716232,"Myosin regulatory light chain, smooth muscle",DEG_union,46,0,0,ok
LOC134716281,NA,DEG_union,46,0,0,ok
LOC134716333,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)",candidate,46,0,0,ok
LOC134716385,ACDC (Byssal EP-like protein 1) (EP-protein-1),candidate,46,0,0,ok
LOC134716539,Apolipoprotein(a) (Apo(a)) (Lp(a)) (EC 3.4.21.-),DEG_union,46,0,0,ok
LOC134716784,NA,DEG_union,46,0,0,ok
LOC134716885,Fibrillin-2 [Cleaved into: Placensin],DEG_union,46,0,0,ok
LOC134716897,von Willebrand factor D and EGF domain-containing protein,DEG_union,46,0,0,ok
LOC134717060,RAF-like serine/threonine-protein kinase PRAF (EC 2.7.11.1) (Protein PHOTOSYNTHESIS-RELATED RAF) (MpPRAF),DEG_union,46,0,0,ok
LOC134717350,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),candidate,46,0,0,ok
LOC134717375,NA,DEG_union,46,0,0,ok
LOC134717428,Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta),DEG_union,46,0,0,ok
LOC134717897,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",DEG_union,46,0,0,ok
LOC134718435,Cathepsin L (EC 3.4.22.15) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain],DEG_union,46,0,0,ok
LOC134718515,Acidic leucine-rich nuclear phosphoprotein 32 family member A,DEG_union,46,0,0,ok
LOC134718519,NA,DEG_union,46,0,0,ok
LOC134718520,NA,DEG_union,46,0,0,ok
LOC134718629,"Macrophage-expressed gene 1 protein (Macrophage gene 1 protein) (Mpg-1) (Perforin-2) (P-2) [Cleaved into: Macrophage-expressed gene 1 protein, processed form]",DEG_union,46,0,0,ok
LOC134718752,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (DAL1P) (mDAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",DEG_union,46,0,0,ok
LOC134718822,Syntaxin,DEG_union,46,0,0,ok
LOC134718860,Zinc finger protein 26 (Zfp-26) (Protein mKR3),DEG_union,46,0,0,ok
LOC134718888,"Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)",DEG_union,46,0,0,ok
LOC134719022,Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (Transcription initiation factor IIA gamma chain) (TFIIA-gamma),DEG_union,46,0,0,ok
LOC134719047,NA,DEG_union,46,0,0,ok
LOC134719439,NA,DEG_union,46,0,0,ok
LOC134719644,IQ motif and SEC7 domain-containing protein 1,DEG_union,46,0,0,ok
LOC134719838,Myotubularin-related protein 14 (EC 3.1.3.-) (HCV NS5A-transactivated protein 4 splice variant A-binding protein 1) (NS5ATP4ABP1) (hJumpy),DEG_union,46,0,0,ok
LOC134719944,Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3),DEG_union,46,0,0,ok
LOC134720550,ANK repeat-containing protein nipk-1,DEG_union,46,0,0,ok
LOC134720609,NA,DEG_union,46,0,0,ok
LOC134720663,NA,DEG_union,46,0,0,ok
LOC134720677,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),candidate,46,0,0,ok
LOC134720692,Sorting nexin-16,DEG_union,46,0,0,ok
LOC134720703,NA,DEG_union,46,0,0,ok
LOC134720746,"b(0,+)-type amino acid transporter 1 (b(0,+)AT) (4F2-LC6) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)",DEG_union,46,0,0,ok
LOC134720762,RNA-binding protein Musashi homolog Rbp6,DEG_union,46,0,0,ok
LOC134720772,Adenosylhomocysteinase B (AdoHcyase B) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase B),DEG_union,46,0,0,ok
LOC134720782,NA,DEG_union,46,0,0,ok
LOC134720791,CD109 antigen (GPI-anchored alpha-2 macroglobulin-related protein) (CD antigen CD109),DEG_union,46,0,0,ok
LOC134720801,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),DEG_union,46,0,0,ok
LOC134720850,NA,DEG_union,46,0,0,ok
LOC134720934,Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)],DEG_union,46,0,0,ok
LOC134720968,NA,DEG_union,46,0,0,ok
LOC134720973,Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13),candidate,46,0,0,ok
LOC134720998,Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA),DEG_union,46,0,0,ok
LOC134721001,Protein LSM14 homolog A (Protein FAM61A) (RNA-associated protein 55A),DEG_union,46,0,0,ok
LOC134721018,Cytochrome P450 1A2 (EC 1.14.14.1) (CYPIA2) (Cholesterol 25-hydroxylase) (Cytochrome P450-P2) (Cytochrome P450-P3) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152),DEG_union,46,0,0,ok
LOC134721041,NA,DEG_union,46,0,0,ok
LOC134721046,Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain],candidate,46,0,0,ok
LOC134721116,Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor),DEG_union,46,0,0,ok
LOC134721144,Cytochrome P450 10 (EC 1.14.-.-) (CYPX),DEG_union,46,0,0,ok
LOC134721267,Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha),DEG_union,46,0,0,ok
LOC134721279,Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (p14),DEG_union,46,0,0,ok
LOC134721302,Palmitoyltransferase ZDHHC1 (EC 2.3.1.225) (DHHC domain-containing protein 1) (Zinc finger DHHC domain-containing protein 1),DEG_union,46,0,0,ok
LOC134721315,Glutathione S-transferase Mu 4 (EC 2.5.1.18) (GST class-mu 4) (GSTM4-4) (Glutathione transferase GSTM7-7) (Leukotriene C4 synthase GSTM4) (EC 4.4.1.20),candidate,46,0,0,ok
LOC134721337,NA,DEG_union,46,0,0,ok
LOC134721348,GPI transamidase component PIG-T (Phosphatidylinositol-glycan biosynthesis class T protein),DEG_union,46,0,0,ok
LOC134721354,Amyloid-beta precursor-like protein,DEG_union,46,0,0,ok
LOC134721387,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1) (Proline-rich Vg1 mRNA-binding protein),DEG_union,46,0,0,ok
LOC134721396,RNA-binding protein Musashi homolog Rbp6,DEG_union,46,0,0,ok
LOC134721450,"Large ribosomal subunit protein uL15m (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15)",DEG_union,46,0,0,ok
LOC134721468,NA,DEG_union,46,0,0,ok
LOC134721622,NA,DEG_union,46,0,0,ok
LOC134721732,Protein NDRG3 (N-myc downstream-regulated gene 3 protein),DEG_union,46,0,0,ok
LOC134721793,Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein),DEG_union,46,0,0,ok
LOC134721824,RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3),DEG_union,46,0,0,ok
LOC134721881,NA,DEG_union,46,0,0,ok
LOC134721936,NA,DEG_union,46,0,0,ok
LOC134721944,Titin (EC 2.7.11.1) (Connectin),DEG_union,46,0,0,ok
LOC134721971,Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8),DEG_union,46,0,0,ok
LOC134721999,Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3),DEG_union,46,0,0,ok
LOC134722020,NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase WWP1) (WW domain-containing protein 1),DEG_union,46,0,0,ok
LOC134722075,Gamma-aminobutyric acid receptor-associated protein-like 2 (GABA(A) receptor-associated protein-like 2) (Ganglioside expression factor 2) (GEF-2) (Golgi-associated ATPase enhancer of 16 kDa) (GATE-16),DEG_union,46,0,0,ok
LOC134722086,Sodium-dependent neutral amino acid transporter SLC6A17 (Sodium-dependent neurotransmitter transporter NTT4) (Solute carrier family 6 member 17),DEG_union,46,0,0,ok
LOC134722108,Collagen alpha-1(XXI) chain,candidate,46,0,0,ok
LOC134722115,NA,DEG_union,46,0,0,ok
LOC134722124,Hypoxia up-regulated protein 1,candidate,46,0,0,ok
LOC134722182,NA,DEG_union,46,0,0,ok
LOC134722192,Inactive pancreatic lipase-related protein 1 (PL-RP1),DEG_union,46,0,0,ok
LOC134722219,Mitochondrial inner membrane m-AAA protease component AFG3L2 (EC 3.4.24.-) (EC 3.6.-.-) (AFG3-like protein 2),DEG_union,46,0,0,ok
LOC134722260,NA,DEG_union,46,0,0,ok
LOC134722399,Kinesin-like protein KIFC3,DEG_union,46,0,0,ok
LOC134723111,mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase) (hCMT1) (hMet) (hcm1p),DEG_union,46,0,0,ok
LOC134723272,Copine-8 (Copine VIII),DEG_union,46,0,0,ok
LOC134723308,Pre-rRNA-processing protein TSR1 homolog,DEG_union,46,0,0,ok
LOC134723785,NA,DEG_union,46,0,0,ok
LOC134723868,CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein) (CNBP) (Zinc finger protein 9),DEG_union,46,0,0,ok
LOC134724113,Exportin-T (Exportin(tRNA)) (tRNA exportin),DEG_union,46,0,0,ok
LOC134724197,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated SRC activator) (Protein FAM120A),DEG_union,46,0,0,ok
LOC134724451,Forkhead box protein K2 (FoxK2) (Interleukin enhancer-binding factor 1) (ILF1) (xFoxK1),DEG_union,46,0,0,ok
LOC134724464,NA,DEG_union,46,0,0,ok
LOC134724504,Leukocyte receptor cluster member 9,DEG_union,46,0,0,ok
LOC134724542,NA,DEG_union,46,0,0,ok
LOC134724655,Bone morphogenetic protein 3 (BMP-3),DEG_union,46,0,0,ok
LOC134724706,NA,DEG_union,46,0,0,ok
LOC134724738,NA,DEG_union,46,0,0,ok
LOC134724786,NA,DEG_union,46,0,0,ok
LOC134724841,26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Spermatogenic cell/sperm-associated Tat-binding protein homolog SATA) (Tat-binding protein 1) (TBP-1),DEG_union,46,0,0,ok
LOC134724875,NA,DEG_union,46,0,0,ok
LOC134724914,Suppressor of SWI4 1 homolog (Ssf-1) (Peter Pan homolog),DEG_union,46,0,0,ok
LOC134725004,Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alz-50 clone 1 protein) (Fetal Alzheimer antigen),DEG_union,46,0,0,ok
LOC134725089,Apolipophorins [Cleaved into: Apolipophorin-2 (Apolipophorin II) (apoLp-2); Apolipophorin-1 (Apolipophorin I) (apoLp-1)],DEG_union,46,0,0,ok
LOC134725101,RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A),DEG_union,46,0,0,ok
LOC134725135,NA,DEG_union,46,0,0,ok
LOC134725152,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",candidate,46,0,0,ok
LOC134725269,NA,DEG_union,46,0,0,ok
LOC134725270,Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein),DEG_union,46,0,0,ok
LOC134725309,Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4],DEG_union,46,0,0,ok
LOC134725354,Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase),DEG_union,46,0,0,ok
LOC134725389,Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2),DEG_union,46,0,0,ok
LOC134725446,N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14),DEG_union,46,0,0,ok
LOC134725475,Stearoyl-CoA desaturase 5 (EC 1.14.19.1) (Acyl-CoA-desaturase 4) (Stearoyl-CoA 9-desaturase),DEG_union,46,0,0,ok
LOC134725495,Lethal(2) giant larvae protein homolog 1 (LLGL) (Mgl-1) (Mlgl),DEG_union,46,0,0,ok
LOC134725530,Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase),DEG_union,46,0,0,ok
LOC134725543,Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase),DEG_union,46,0,0,ok
LOC134725546,Transmembrane channel-like protein 5,DEG_union,46,0,0,ok
LOC134725551,NA,DEG_union,46,0,0,ok
LOC134725552,Histone H3.3,DEG_union,46,0,0,ok
LOC134725572,Unconventional myosin-XV (Unconventional myosin-15),DEG_union,46,0,0,ok
LOC134725577,NA,DEG_union,46,0,0,ok
LOC134725578,NA,DEG_union,46,0,0,ok
LOC134725611,Leukocyte receptor cluster member 9,DEG_union,46,0,0,ok
LOC134725623,Calcium-dependent protein kinase C (EC 2.7.11.13) (APL I),DEG_union,46,0,0,ok
LOC134725633,Zinc finger SWIM domain-containing protein 8,DEG_union,46,0,0,ok
LOC134725635,Gelsolin-like protein 2 (Actin-modulator) (EWAM-P2),DEG_union,46,0,0,ok
LOC134725643,NA,DEG_union,46,0,0,ok
LOC134725656,"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)",DEG_union,46,0,0,ok
LOC134725671,NA,DEG_union,46,0,0,ok
LOC134725683,Cysteine-rich with EGF-like domain protein 2,DEG_union,46,0,0,ok
LOC134725735,Histone H2A.Z (H2A/z),DEG_union,46,0,0,ok
LOC134725758,Peroxiredoxin-1 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 1),candidate,46,0,0,ok
LOC134725783,NA,DEG_union,46,0,0,ok
LOC134725793,NA,DEG_union,46,0,0,ok
LOC134725797,NA,DEG_union,46,0,0,ok
LOC134725806,Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],DEG_union,46,0,0,ok
LOC134725810,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH)",DEG_union,46,0,0,ok
LOC134725826,Tubulin polymerization-promoting protein family member 3,DEG_union,46,0,0,ok
LOC134725835,Heterochromatin protein 1-binding protein 3,DEG_union,46,0,0,ok
LOC134725842,Interferon regulatory factor 2 (IRF-2),DEG_union,46,0,0,ok
LOC134725846,Protein singed,DEG_union,46,0,0,ok
