gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134706448|LOC134706448,192.685429391586,0.691623043593105,0.163511652493391,1.82325813724821e-6,4.14844851463298e-4,LOC134706448,lcl|NC_086374.1_cds_XP_063421467.1_6338,sp,Q99LE6,ABCF2,MOUSE,72.909,550,147,1,211,1860,76,623,0,828,reviewed,ABCF2_MOUSE,ATP-binding cassette sub-family F member 2,Abcf2,Mus musculus (Mouse),628,GO:0005524; GO:0005739; GO:0016887,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],mitochondrion [GO:0005739],,,,,,
gene-LOC134725888|LOC134725888,110.021558917627,-0.351592924875394,0.13705307235471,0.0016844505370419,0.0416322982573677,LOC134725888,lcl|NC_086379.1_cds_XP_063446219.1_30537,sp,P42694,HELZ,HUMAN,47.458,1003,485,17,460,3378,131,1121,0,874,reviewed,HELZ_HUMAN,Probable helicase with zinc finger domain (EC 3.6.4.-) (Down-regulated in human cancers protein),HELZ DRHC KIAA0054,Homo sapiens (Human),1942,GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005829; GO:0016020; GO:0016787; GO:0035194; GO:0043186; GO:0046872,regulatory ncRNA-mediated post-transcriptional gene silencing [GO:0035194],ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; RNA binding [GO:0003723],cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; P granule [GO:0043186],,,P42694;,,,Q8IWL3
gene-LOC134715595|LOC134715595,39.4618516774615,-0.917676123701734,0.276306377525741,4.46816513652813e-5,0.00454812177581337,LOC134715595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134687679|LOC134687679,123.764090039968,-0.504197113484338,0.230431688322887,0.00219344194863461,0.0487599623983832,LOC134687679,lcl|NC_086373.1_cds_XP_063404225.1_4074,sp,Q2IA00,SPEF2,PIG,45.535,795,420,4,1,2370,1,787,1.69e-158,536,reviewed,SPEF2_PIG,Sperm flagellar protein 2 (Protein KPL2),SPEF2 KPL2,Sus scrofa (Pig),1812,GO:0002177; GO:0005794; GO:0007288; GO:0036126; GO:0097225,sperm axoneme assembly [GO:0007288],,Golgi apparatus [GO:0005794]; manchette [GO:0002177]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225],,,,,,
gene-LOC134687679|LOC134687679,123.764090039968,-0.504197113484338,0.230431688322887,0.00219344194863461,0.0487599623983832,LOC134687679,lcl|NC_086373.1_cds_XP_063404225.1_4074,sp,Q2IA00,SPEF2,PIG,35.506,445,258,7,4357,5610,1347,1789,3.49e-58,227,reviewed,SPEF2_PIG,Sperm flagellar protein 2 (Protein KPL2),SPEF2 KPL2,Sus scrofa (Pig),1812,GO:0002177; GO:0005794; GO:0007288; GO:0036126; GO:0097225,sperm axoneme assembly [GO:0007288],,Golgi apparatus [GO:0005794]; manchette [GO:0002177]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225],,,,,,
gene-LOC134687679|LOC134687679,123.764090039968,-0.504197113484338,0.230431688322887,0.00219344194863461,0.0487599623983832,LOC134687679,lcl|NC_086373.1_cds_XP_063404225.1_4074,sp,Q2IA00,SPEF2,PIG,48.824,170,87,0,3070,3579,1005,1174,7.98e-47,189,reviewed,SPEF2_PIG,Sperm flagellar protein 2 (Protein KPL2),SPEF2 KPL2,Sus scrofa (Pig),1812,GO:0002177; GO:0005794; GO:0007288; GO:0036126; GO:0097225,sperm axoneme assembly [GO:0007288],,Golgi apparatus [GO:0005794]; manchette [GO:0002177]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225],,,,,,
gene-LOC134687679|LOC134687679,123.764090039968,-0.504197113484338,0.230431688322887,0.00219344194863461,0.0487599623983832,LOC134687679,lcl|NC_086373.1_cds_XP_063404217.1_4075,sp,Q9R095,SPEF2,RAT,48.455,615,304,3,1,1836,1,605,4.26e-155,526,reviewed,SPEF2_RAT,Sperm flagellar protein 2 (Protein KPL2),Spef2 Kpl2,Rattus norvegicus (Rat),1801,GO:0002177; GO:0003351; GO:0005576; GO:0005737; GO:0005794; GO:0007283; GO:0007288; GO:0036126; GO:0048705; GO:0048854; GO:0051649; GO:0060541; GO:0090660; GO:0097225; GO:0120197; GO:0120316,brain morphogenesis [GO:0048854]; cerebrospinal fluid circulation [GO:0090660]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; establishment of localization in cell [GO:0051649]; mucociliary clearance [GO:0120197]; respiratory system development [GO:0060541]; skeletal system morphogenesis [GO:0048705]; sperm axoneme assembly [GO:0007288]; sperm flagellum assembly [GO:0120316]; spermatogenesis [GO:0007283],,cytoplasm [GO:0005737]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; manchette [GO:0002177]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225],,,,,,
gene-LOC134687679|LOC134687679,123.764090039968,-0.504197113484338,0.230431688322887,0.00219344194863461,0.0487599623983832,LOC134687679,lcl|NC_086373.1_cds_XP_063404217.1_4075,sp,Q9R095,SPEF2,RAT,33.483,445,267,6,4375,5628,1336,1778,3.42e-57,223,reviewed,SPEF2_RAT,Sperm flagellar protein 2 (Protein KPL2),Spef2 Kpl2,Rattus norvegicus (Rat),1801,GO:0002177; GO:0003351; GO:0005576; GO:0005737; GO:0005794; GO:0007283; GO:0007288; GO:0036126; GO:0048705; GO:0048854; GO:0051649; GO:0060541; GO:0090660; GO:0097225; GO:0120197; GO:0120316,brain morphogenesis [GO:0048854]; cerebrospinal fluid circulation [GO:0090660]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; establishment of localization in cell [GO:0051649]; mucociliary clearance [GO:0120197]; respiratory system development [GO:0060541]; skeletal system morphogenesis [GO:0048705]; sperm axoneme assembly [GO:0007288]; sperm flagellum assembly [GO:0120316]; spermatogenesis [GO:0007283],,cytoplasm [GO:0005737]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; manchette [GO:0002177]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225],,,,,,
gene-LOC134687679|LOC134687679,123.764090039968,-0.504197113484338,0.230431688322887,0.00219344194863461,0.0487599623983832,LOC134687679,lcl|NC_086373.1_cds_XP_063404217.1_4075,sp,Q9R095,SPEF2,RAT,47.753,178,93,0,3088,3621,970,1147,4.09e-48,194,reviewed,SPEF2_RAT,Sperm flagellar protein 2 (Protein KPL2),Spef2 Kpl2,Rattus norvegicus (Rat),1801,GO:0002177; GO:0003351; GO:0005576; GO:0005737; GO:0005794; GO:0007283; GO:0007288; GO:0036126; GO:0048705; GO:0048854; GO:0051649; GO:0060541; GO:0090660; GO:0097225; GO:0120197; GO:0120316,brain morphogenesis [GO:0048854]; cerebrospinal fluid circulation [GO:0090660]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; establishment of localization in cell [GO:0051649]; mucociliary clearance [GO:0120197]; respiratory system development [GO:0060541]; skeletal system morphogenesis [GO:0048705]; sperm axoneme assembly [GO:0007288]; sperm flagellum assembly [GO:0120316]; spermatogenesis [GO:0007283],,cytoplasm [GO:0005737]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; manchette [GO:0002177]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225],,,,,,
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,77.394,637,137,3,193,2094,108,740,0,915,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,81.683,404,74,0,3694,4905,1036,1439,0,656,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,38.776,343,163,6,3724,4644,297,628,3.24e-56,221,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,37.374,297,182,2,3760,4650,208,500,7.4e-48,194,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,37.73,326,169,6,3739,4623,366,688,5.86e-47,191,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,37.386,329,174,5,973,1950,1047,1346,5.02e-45,185,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,35.112,356,193,7,496,1551,1058,1379,7.27e-45,184,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,36.111,324,198,4,799,1746,1056,1378,7.35e-44,181,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,36.567,268,131,3,3727,4422,425,689,1.17e-37,160,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,34.576,295,155,5,484,1260,1087,1379,3.41e-31,139,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,37.619,210,125,4,3709,4338,491,694,8.51e-27,125,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,36.275,204,126,4,454,1062,1179,1379,6.06e-23,112,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,53.333,120,56,0,5599,5958,1677,1796,3.31e-22,109,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134725956|LOC134725956,248.889547908217,0.380081202144185,0.127660147255421,4.63271684137282e-4,0.0195839876966449,LOC134725956,lcl|NC_086379.1_cds_XP_063446355.1_30676,sp,Q8IWZ3,ANKH1,HUMAN,28.947,304,190,9,3790,4689,101,382,3.97e-21,106,reviewed,ANKH1_HUMAN,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),ANKHD1 KIAA1085 MASK VBARP PP2500,Homo sapiens (Human),2542,GO:0003723; GO:0005737; GO:0045087,innate immune response [GO:0045087],RNA binding [GO:0003723],cytoplasm [GO:0005737],,,Q8IWZ3;,,,O00221; Q9NRI5; P54253; P23560-2; P54253; P23560-2; P08574; P42858; Q92993; Q8TAP4-4; Q15047-2; P61981
gene-LOC134711882|LOC134711882,123.004188964955,-1.43621021820585,0.366262489095213,3.465194379767e-6,6.38255802901845e-4,LOC134711882,lcl|NC_086375.1_cds_XP_063428907.1_13821,sp,Q95NR9,CALM,METSE,98.649,148,2,0,247,690,2,149,3.56e-101,293,reviewed,CALM_METSE,Calmodulin (CaM),,Metridium senile (Brown sea anemone) (Frilled sea anemone),149,GO:0005509; GO:0005823; GO:0030234; GO:0051300,spindle pole body organization [GO:0051300],calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234],central plaque of spindle pole body [GO:0005823],,,,,,
gene-LOC134711882|LOC134711882,123.004188964955,-1.43621021820585,0.366262489095213,3.465194379767e-6,6.38255802901845e-4,LOC134711882,lcl|NC_086375.1_cds_XP_063428907.1_13821,sp,Q95NR9,CALM,METSE,66.242,157,45,2,1,471,1,149,8.65e-65,201,reviewed,CALM_METSE,Calmodulin (CaM),,Metridium senile (Brown sea anemone) (Frilled sea anemone),149,GO:0005509; GO:0005823; GO:0030234; GO:0051300,spindle pole body organization [GO:0051300],calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234],central plaque of spindle pole body [GO:0005823],,,,,,
gene-LOC134686875|LOC134686875,17.7332681877542,0.591838104857032,0.253312021020062,0.00132376838663515,0.0364827649470838,LOC134686875,lcl|NC_086373.1_cds_XP_063402773.1_3907,sp,Q10914,GLR2,CAEEL,32.401,429,247,11,112,1329,514,922,1.1e-54,201,reviewed,GLR2_CAEEL,Glutamate receptor 2,glr-2 B0280.12/K04G7.2,Caenorhabditis elegans,977,GO:0005886; GO:0008066; GO:0035249; GO:0050804; GO:0098839; GO:1904315,"modulation of chemical synaptic transmission [GO:0050804]; synaptic transmission, glutamatergic [GO:0035249]",glutamate receptor activity [GO:0008066]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315],plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839],,,,R-CEL-204005;R-CEL-399710;R-CEL-438066;R-CEL-5694530;R-CEL-8849932;,,
gene-LOC134725661|LOC134725661,142.049079995768,0.469623236556888,0.2052152937962,0.00209133048271777,0.0471809256178787,LOC134725661,lcl|NC_086379.1_cds_XP_063445742.1_29999,sp,Q60876,4EBP1,MOUSE,51.304,115,53,3,10,345,3,117,1.3e-31,110,reviewed,4EBP1_MOUSE,Eukaryotic translation initiation factor 4E-binding protein 1 (4E-BP1) (eIF4E-binding protein 1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I),Eif4ebp1,Mus musculus (Mouse),117,GO:0002192; GO:0005634; GO:0005737; GO:0005829; GO:0006446; GO:0008190; GO:0008286; GO:0030371; GO:0031333; GO:0031369; GO:0031929; GO:0032991; GO:0045947; GO:0051721; GO:0071456; GO:0071549; GO:0098978; GO:0099524; GO:1990928,cellular response to dexamethasone stimulus [GO:0071549]; cellular response to hypoxia [GO:0071456]; insulin receptor signaling pathway [GO:0008286]; IRES-dependent translational initiation of linear mRNA [GO:0002192]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of translational initiation [GO:0045947]; regulation of translational initiation [GO:0006446]; response to amino acid starvation [GO:1990928]; TOR signaling [GO:0031929],eukaryotic initiation factor 4E binding [GO:0008190]; protein phosphatase 2A binding [GO:0051721]; translation initiation factor binding [GO:0031369]; translation repressor activity [GO:0030371],cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]; postsynaptic cytosol [GO:0099524]; protein-containing complex [GO:0032991],,,,R-MMU-166208;R-MMU-72662;,,P63073
gene-LOC134685680|LOC134685680,21.9805291441241,0.822656479645178,0.25335389967301303,7.01352453079786e-5,0.00616552565571048,LOC134685680,lcl|NC_086381.1_cds_XP_063401722.1_35743,sp,A5PKG8,DBX1,BOVIN,46.575,292,99,9,1,807,2,259,1.14e-61,203,reviewed,DBX1_BOVIN,Homeobox protein DBX1 (Developing brain homeobox protein 1),DBX1,Bos taurus (Bovine),345,GO:0000981; GO:0003677; GO:0005634; GO:0006357; GO:0021515,cell differentiation in spinal cord [GO:0021515]; regulation of transcription by RNA polymerase II [GO:0006357],"DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]",nucleus [GO:0005634],,,,,,
gene-LOC134713071|LOC134713071,195.031081747693,0.384176965055181,0.152994596389709,0.00173050196789925,0.0421568600958706,LOC134713071,lcl|NC_086373.1_cds_XP_063430983.1_265,sp,Q9GMB0,RPN1,PIG,52.265,574,265,5,103,1803,37,608,0,599,reviewed,RPN1_PIG,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1),RPN1,Sus scrofa (Pig),608,GO:0008250; GO:0018279; GO:0042470,protein N-linked glycosylation via asparagine [GO:0018279],,melanosome [GO:0042470]; oligosaccharyltransferase complex [GO:0008250],,,,,UPA00378;,
gene-LOC134700608|LOC134700608,17.9917068637712,-0.941742423901541,0.425141008006939,9.9255844172473e-4,0.0316849341524486,LOC134700608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134706779|LOC134706779,15.0836941200549,0.537112016134883,0.231376675947844,0.00155747189001769,0.0395036148891044,LOC134706779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gene-LOC134711029|LOC134711029,511.472936693933,0.322972569365246,0.100295383360634,2.83782768035962e-4,0.0144430492995145,LOC134711029,lcl|NC_086375.1_cds_XP_063427526.1_12219,sp,Q3T145,MDHC,BOVIN,68.563,334,103,2,1,999,1,333,6.92e-164,463,reviewed,MDHC_BOVIN,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)",MDH1,Bos taurus (Bovine),334,GO:0005813; GO:0005829; GO:0006099; GO:0006107; GO:0006108; GO:0006734; GO:0006739; GO:0030060; GO:0047995,malate metabolic process [GO:0006108]; NADH metabolic process [GO:0006734]; NADP metabolic process [GO:0006739]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099],hydroxyphenylpyruvate reductase activity [GO:0047995]; L-malate dehydrogenase activity [GO:0030060],centrosome [GO:0005813]; cytosol [GO:0005829],,,,R-BTA-9856872;,,
gene-LOC134688602|LOC134688602,148.841165150594,-0.501546611828283,0.171069897907899,3.14772268218877e-4,0.0152192391683827,LOC134688602,lcl|NC_086373.1_cds_XP_063405511.1_4274,sp,Q63170,DYH7,RAT,54.587,3924,1691,21,343,12015,191,4056,0,4241,reviewed,DYH7_RAT,Dynein axonemal heavy chain 7 (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7),Dnah7 Axob Dlp7,Rattus norvegicus (Rat),4057,GO:0003341; GO:0005509; GO:0005524; GO:0005874; GO:0005929; GO:0008569; GO:0016887; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060294; GO:0097729,cilium movement [GO:0003341]; cilium movement involved in cell motility [GO:0060294]; inner dynein arm assembly [GO:0036159],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium ion binding [GO:0005509]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; minus-end-directed microtubule motor activity [GO:0008569],9+2 motile cilium [GO:0097729]; cilium [GO:0005929]; inner dynein arm [GO:0036156]; microtubule [GO:0005874],,INDUCTION: Up-regulated during ciliogenesis. {ECO:0000269|PubMed:8741840}.,,,,
gene-LOC134706264|LOC134706264,81.6639499041762,-0.714548988616078,0.287132300787996,6.5894037230456e-4,0.0241456335975839,LOC134706264,lcl|NC_086374.1_cds_XP_063421102.1_5942,sp,Q9D5U8,CNBD2,MOUSE,27.53,247,173,4,424,1161,145,386,3.3e-24,112,reviewed,CNBD2_MOUSE,Cyclic nucleotide-binding domain-containing protein 2 (Cyclic nucleotide receptor involved in sperm function),Cnbd2 Cris,Mus musculus (Mouse),673,GO:0005829; GO:0007283; GO:0030552,spermatogenesis [GO:0007283],cAMP binding [GO:0030552],cytosol [GO:0005829],,,,,,
