gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134706789|LOC134706789,107.294313601092,-0.434666687505538,0.0846674949468229,2.05316530221459e-8,9.59561469456434e-6,LOC134706789,lcl|NC_086374.1_cds_XP_063422138.1_7123,sp,P41778,PBX1,MOUSE,67.83,401,106,5,1,1146,1,397,6.17e-172,491,reviewed,PBX1_MOUSE,Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1),Pbx1 Pbx-1,Mus musculus (Mouse),430,GO:0000086; GO:0000977; GO:0000978; GO:0000981; GO:0001222; GO:0001228; GO:0001654; GO:0001655; GO:0001658; GO:0001779; GO:0003677; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0006357; GO:0006694; GO:0007420; GO:0007548; GO:0008283; GO:0009887; GO:0009952; GO:0009954; GO:0010971; GO:0030278; GO:0030325; GO:0030326; GO:0035162; GO:0042127; GO:0043565; GO:0045665; GO:0045944; GO:0048536; GO:0048538; GO:0048568; GO:0048666; GO:0048706; GO:0072089; GO:0090575; GO:0140297; GO:2000648,adrenal gland development [GO:0030325]; animal organ morphogenesis [GO:0009887]; anterior/posterior pattern specification [GO:0009952]; brain development [GO:0007420]; branching involved in ureteric bud morphogenesis [GO:0001658]; cell population proliferation [GO:0008283]; embryonic hemopoiesis [GO:0035162]; embryonic limb morphogenesis [GO:0030326]; embryonic organ development [GO:0048568]; embryonic skeletal system development [GO:0048706]; eye development [GO:0001654]; G2/M transition of mitotic cell cycle [GO:0000086]; natural killer cell differentiation [GO:0001779]; negative regulation of neuron differentiation [GO:0045665]; neuron development [GO:0048666]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proximal/distal pattern formation [GO:0009954]; regulation of cell population proliferation [GO:0042127]; regulation of ossification [GO:0030278]; regulation of transcription by RNA polymerase II [GO:0006357]; sex differentiation [GO:0007548]; spleen development [GO:0048536]; stem cell proliferation [GO:0072089]; steroid biosynthetic process [GO:0006694]; thymus development [GO:0048538]; urogenital system development [GO:0001655],"DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; transcription corepressor binding [GO:0001222]",cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]; transcription regulator complex [GO:0005667],,,,,,P09631; P09023; P09632
gene-LOC134706789|LOC134706789,107.294313601092,-0.434666687505538,0.0846674949468229,2.05316530221459e-8,9.59561469456434e-6,LOC134706789,lcl|NC_086374.1_cds_XP_063422136.1_7126,sp,Q7PMT1,EXD,ANOGA,69.359,359,66,6,1,1065,1,319,6.31e-158,453,reviewed,EXD_ANOGA,Homeobox protein extradenticle,exd AGAP004696,Anopheles gambiae (African malaria mosquito),362,GO:0000978; GO:0000981; GO:0001654; GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0006357; GO:0007422; GO:0009887; GO:0048568; GO:0048646; GO:0048666,anatomical structure formation involved in morphogenesis [GO:0048646]; animal organ morphogenesis [GO:0009887]; embryonic organ development [GO:0048568]; eye development [GO:0001654]; neuron development [GO:0048666]; peripheral nervous system development [GO:0007422]; regulation of transcription by RNA polymerase II [GO:0006357],"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",nucleus [GO:0005634]; transcription regulator complex [GO:0005667],,,,,,
gene-LOC134681276|LOC134681276,66.1155119807829,-0.451996723189797,0.17177651614116,4.31731664625492e-4,0.0243518989796948,LOC134681276,lcl|NC_086380.1_cds_XP_063396897.1_33315,sp,Q32NQ8,RNF10,XENLA,36.842,798,420,18,31,2367,21,753,3.84e-140,434,reviewed,RNF10_XENLA,E3 ubiquitin-protein ligase RNF10 (EC 2.3.2.27) (RING finger protein 10),rnf10,Xenopus laevis (African clawed frog),756,GO:0000976; GO:0005634; GO:0005737; GO:0006513; GO:0010626; GO:0031643; GO:0045944; GO:0046872; GO:0061630; GO:1990116,negative regulation of Schwann cell proliferation [GO:0010626]; positive regulation of myelination [GO:0031643]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein monoubiquitination [GO:0006513]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116],metal ion binding [GO:0046872]; transcription cis-regulatory region binding [GO:0000976]; ubiquitin protein ligase activity [GO:0061630],cytoplasm [GO:0005737]; nucleus [GO:0005634],,,,,UPA00143;,
gene-LOC134720762|LOC134720762,932.413453786812,-0.851196132679042,0.110987584035874,9.07479550189854e-16,1.48440967422305e-12,LOC134720762,lcl|NC_086373.1_cds_XP_063439318.1_1476,sp,Q9VVE5,MSIR6,DROME,51.948,77,36,1,13,240,26,102,2.38e-23,94.4,reviewed,MSIR6_DROME,RNA-binding protein Musashi homolog Rbp6,Rbp6 RRM6 CG32169,Drosophila melanogaster (Fruit fly),369,GO:0003727; GO:0003729; GO:0005737; GO:0006417; GO:0008266; GO:0048864,regulation of translation [GO:0006417]; stem cell development [GO:0048864],mRNA binding [GO:0003729]; poly(U) RNA binding [GO:0008266]; single-stranded RNA binding [GO:0003727],cytoplasm [GO:0005737],,,,,,
gene-LOC134721387|LOC134721387,537.166131105952,-0.443783580002934,0.0503159677383134,8.44722475000415e-20,1.8423397179759e-16,LOC134721387,lcl|NC_086378.1_cds_XP_063440423.1_25056,sp,Q98SJ2,DAZP1,XENLA,48.864,88,45,0,1,264,1,88,3.01e-25,99.4,reviewed,DAZP1_XENLA,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1) (Proline-rich Vg1 mRNA-binding protein),dazap1 prrp,Xenopus laevis (African clawed frog),360,GO:0003723; GO:0003729; GO:0005737; GO:0006417; GO:0007417; GO:0048477,central nervous system development [GO:0007417]; oogenesis [GO:0048477]; regulation of translation [GO:0006417],mRNA binding [GO:0003729]; RNA binding [GO:0003723],cytoplasm [GO:0005737],,,,,,
gene-LOC134710394|LOC134710394,196.133198459482,1.08577929425271,0.455936409973347,5.168796440322e-4,0.0274954756983958,LOC134710394,lcl|NC_086375.1_cds_XP_063426819.1_11946,sp,P36573,LEC1,CAEEL,35.115,262,156,7,877,1647,21,273,5.49e-35,136,reviewed,LEC1_CAEEL,32 kDa beta-galactoside-binding lectin (32 kDa GBP),lec-1 W09H1.6,Caenorhabditis elegans,279,GO:0016936; GO:0030246; GO:0045121; GO:0060102,,carbohydrate binding [GO:0030246]; galactoside binding [GO:0016936],collagen and cuticulin-based cuticle extracellular matrix [GO:0060102]; membrane raft [GO:0045121],,,,R-CEL-6798695;,,
gene-LOC134710394|LOC134710394,196.133198459482,1.08577929425271,0.455936409973347,5.168796440322e-4,0.0274954756983958,LOC134710394,lcl|NC_086375.1_cds_XP_063426819.1_11946,sp,P36573,LEC1,CAEEL,31.227,269,157,9,64,828,23,277,4.14e-28,117,reviewed,LEC1_CAEEL,32 kDa beta-galactoside-binding lectin (32 kDa GBP),lec-1 W09H1.6,Caenorhabditis elegans,279,GO:0016936; GO:0030246; GO:0045121; GO:0060102,,carbohydrate binding [GO:0030246]; galactoside binding [GO:0016936],collagen and cuticulin-based cuticle extracellular matrix [GO:0060102]; membrane raft [GO:0045121],,,,R-CEL-6798695;,,
gene-LOC134715606|LOC134715606,100.591267307191,-0.43133849202843,0.161066858047904,3.97257995488673e-4,0.022687746783743,LOC134715606,lcl|NC_086376.1_cds_XP_063433963.1_18727,sp,P41239,CSK,CHICK,55.18,444,186,6,34,1344,7,444,0,516,reviewed,CSK_CHICK,Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase),CSK,Gallus gallus (Chicken),450,GO:0002250; GO:0004715; GO:0005524; GO:0005737; GO:0005886; GO:0034332; GO:0046872; GO:0060368,adaptive immune response [GO:0002250]; adherens junction organization [GO:0034332]; regulation of Fc receptor mediated stimulatory signaling pathway [GO:0060368],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715],cytoplasm [GO:0005737]; plasma membrane [GO:0005886],,,,,,
gene-LOC134692786|LOC134692786,246.343319679995,-0.425712206618783,0.120966856850283,2.74177703609033e-5,0.00337664541147175,LOC134692786,lcl|NC_086384.1_cds_XP_063409392.1_43478,sp,P41499,PTN11,RAT,63.894,565,172,7,1,1647,1,549,0,694,reviewed,PTN11_RAT,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase SYP) (SH-PTP2) (SHP-2) (Shp2),Ptpn11,Rattus norvegicus (Rat),593,GO:0000077; GO:0001784; GO:0004721; GO:0004725; GO:0004726; GO:0005158; GO:0005634; GO:0005737; GO:0005829; GO:0006629; GO:0006641; GO:0007165; GO:0007173; GO:0007229; GO:0007409; GO:0007420; GO:0007507; GO:0008543; GO:0009755; GO:0009967; GO:0019901; GO:0019904; GO:0021697; GO:0030159; GO:0030220; GO:0030971; GO:0031748; GO:0032331; GO:0032480; GO:0032528; GO:0032728; GO:0032755; GO:0032760; GO:0032991; GO:0033628; GO:0033629; GO:0035264; GO:0035265; GO:0035335; GO:0035855; GO:0036302; GO:0038127; GO:0042445; GO:0042593; GO:0043254; GO:0043274; GO:0043408; GO:0043560; GO:0044853; GO:0045296; GO:0045778; GO:0045931; GO:0046326; GO:0046628; GO:0046676; GO:0046825; GO:0046887; GO:0046888; GO:0048008; GO:0048011; GO:0048013; GO:0048659; GO:0048806; GO:0048839; GO:0048873; GO:0050731; GO:0050839; GO:0051428; GO:0051463; GO:0051894; GO:0060020; GO:0060090; GO:0060125; GO:0060325; GO:0061582; GO:0070301; GO:0070374; GO:0071260; GO:0071364; GO:1904385; GO:1990314; GO:1990782,atrioventricular canal development [GO:0036302]; axonogenesis [GO:0007409]; Bergmann glial cell differentiation [GO:0060020]; brain development [GO:0007420]; cellular response to angiotensin [GO:1904385]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to mechanical stimulus [GO:0071260]; cerebellar cortex formation [GO:0021697]; DNA damage checkpoint signaling [GO:0000077]; ephrin receptor signaling pathway [GO:0048013]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERBB signaling pathway [GO:0038127]; face morphogenesis [GO:0060325]; fibroblast growth factor receptor signaling pathway [GO:0008543]; genitalia development [GO:0048806]; glucose homeostasis [GO:0042593]; heart development [GO:0007507]; homeostasis of number of cells within a tissue [GO:0048873]; hormone metabolic process [GO:0042445]; hormone-mediated signaling pathway [GO:0009755]; inner ear development [GO:0048839]; integrin-mediated signaling pathway [GO:0007229]; intestinal epithelial cell migration [GO:0061582]; lipid metabolic process [GO:0006629]; megakaryocyte development [GO:0035855]; microvillus organization [GO:0032528]; multicellular organism growth [GO:0035264]; negative regulation of cell adhesion mediated by integrin [GO:0033629]; negative regulation of chondrocyte differentiation [GO:0032331]; negative regulation of cortisol secretion [GO:0051463]; negative regulation of growth hormone secretion [GO:0060125]; negative regulation of hormone secretion [GO:0046888]; negative regulation of insulin secretion [GO:0046676]; negative regulation of type I interferon production [GO:0032480]; neurotrophin TRK receptor signaling pathway [GO:0048011]; organ growth [GO:0035265]; peptidyl-tyrosine dephosphorylation [GO:0035335]; platelet formation [GO:0030220]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of glucose import [GO:0046326]; positive regulation of hormone secretion [GO:0046887]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of ossification [GO:0045778]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of signal transduction [GO:0009967]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of cell adhesion mediated by integrin [GO:0033628]; regulation of MAPK cascade [GO:0043408]; regulation of protein export from nucleus [GO:0046825]; regulation of protein-containing complex assembly [GO:0043254]; signal transduction [GO:0007165]; smooth muscle cell proliferation [GO:0048659]; triglyceride metabolic process [GO:0006641],cadherin binding [GO:0045296]; cell adhesion molecule binding [GO:0050839]; D1 dopamine receptor binding [GO:0031748]; insulin receptor binding [GO:0005158]; insulin receptor substrate binding [GO:0043560]; molecular adaptor activity [GO:0060090]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; peptide hormone receptor binding [GO:0051428]; phospholipase binding [GO:0043274]; phosphoprotein phosphatase activity [GO:0004721]; phosphotyrosine residue binding [GO:0001784]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; protein tyrosine kinase binding [GO:1990782]; protein tyrosine phosphatase activity [GO:0004725]; receptor tyrosine kinase binding [GO:0030971]; signaling receptor complex adaptor activity [GO:0030159],cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane raft [GO:0044853]; protein-containing complex [GO:0032991],,,,R-RNO-1059683;R-RNO-109704;R-RNO-110056;R-RNO-112411;R-RNO-114604;R-RNO-1257604;R-RNO-1295596;R-RNO-1433557;R-RNO-180292;R-RNO-186763;R-RNO-210990;R-RNO-210993;R-RNO-388841;R-RNO-389513;R-RNO-389948;R-RNO-432142;R-RNO-512988;R-RNO-5654689;R-RNO-5654693;R-RNO-5654695;R-RNO-5654700;R-RNO-5654706;R-RNO-5654710;R-RNO-5654712;R-RNO-5654720;R-RNO-5654726;R-RNO-5654727;R-RNO-5654732;R-RNO-5654733;R-RNO-6811558;R-RNO-8853659;R-RNO-8854691;R-RNO-8865999;R-RNO-8934593;R-RNO-912694;R-RNO-936964;R-RNO-9674555;,,Q62689; P97710; P09619
gene-LOC134692786|LOC134692786,246.343319679995,-0.425712206618783,0.120966856850283,2.74177703609033e-5,0.00337664541147175,LOC134692786,lcl|NC_086384.1_cds_XP_063409390.1_43479,sp,Q06124,PTN11,HUMAN,63.363,565,175,7,67,1713,1,549,0,689,reviewed,PTN11_HUMAN,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),PTPN11 PTP2C SHPTP2,Homo sapiens (Human),593,GO:0000077; GO:0001784; GO:0004721; GO:0004725; GO:0004726; GO:0005158; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006470; GO:0006641; GO:0007173; GO:0007229; GO:0007409; GO:0007420; GO:0007507; GO:0008543; GO:0009755; GO:0019221; GO:0019901; GO:0021697; GO:0030159; GO:0030220; GO:0030971; GO:0031295; GO:0032331; GO:0032480; GO:0032528; GO:0032728; GO:0032755; GO:0032760; GO:0032991; GO:0033628; GO:0033629; GO:0035264; GO:0035265; GO:0035335; GO:0035855; GO:0036302; GO:0038127; GO:0042445; GO:0042593; GO:0043254; GO:0045296; GO:0045778; GO:0045931; GO:0046326; GO:0046628; GO:0046676; GO:0046825; GO:0046887; GO:0048008; GO:0048011; GO:0048013; GO:0048609; GO:0048806; GO:0048839; GO:0048873; GO:0050731; GO:0050839; GO:0051428; GO:0051463; GO:0060020; GO:0060090; GO:0060125; GO:0060325; GO:0060338; GO:0061582; GO:0070374; GO:0071364; GO:1990782,atrioventricular canal development [GO:0036302]; axonogenesis [GO:0007409]; Bergmann glial cell differentiation [GO:0060020]; brain development [GO:0007420]; cellular response to epidermal growth factor stimulus [GO:0071364]; cerebellar cortex formation [GO:0021697]; cytokine-mediated signaling pathway [GO:0019221]; DNA damage checkpoint signaling [GO:0000077]; ephrin receptor signaling pathway [GO:0048013]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERBB signaling pathway [GO:0038127]; face morphogenesis [GO:0060325]; fibroblast growth factor receptor signaling pathway [GO:0008543]; genitalia development [GO:0048806]; glucose homeostasis [GO:0042593]; heart development [GO:0007507]; homeostasis of number of cells within a tissue [GO:0048873]; hormone metabolic process [GO:0042445]; hormone-mediated signaling pathway [GO:0009755]; inner ear development [GO:0048839]; integrin-mediated signaling pathway [GO:0007229]; intestinal epithelial cell migration [GO:0061582]; megakaryocyte development [GO:0035855]; microvillus organization [GO:0032528]; multicellular organism growth [GO:0035264]; multicellular organismal reproductive process [GO:0048609]; negative regulation of cell adhesion mediated by integrin [GO:0033629]; negative regulation of chondrocyte differentiation [GO:0032331]; negative regulation of cortisol secretion [GO:0051463]; negative regulation of growth hormone secretion [GO:0060125]; negative regulation of insulin secretion [GO:0046676]; negative regulation of type I interferon production [GO:0032480]; neurotrophin TRK receptor signaling pathway [GO:0048011]; organ growth [GO:0035265]; peptidyl-tyrosine dephosphorylation [GO:0035335]; platelet formation [GO:0030220]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of glucose import [GO:0046326]; positive regulation of hormone secretion [GO:0046887]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of ossification [GO:0045778]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of tumor necrosis factor production [GO:0032760]; protein dephosphorylation [GO:0006470]; regulation of cell adhesion mediated by integrin [GO:0033628]; regulation of protein export from nucleus [GO:0046825]; regulation of protein-containing complex assembly [GO:0043254]; regulation of type I interferon-mediated signaling pathway [GO:0060338]; T cell costimulation [GO:0031295]; triglyceride metabolic process [GO:0006641],cadherin binding [GO:0045296]; cell adhesion molecule binding [GO:0050839]; insulin receptor binding [GO:0005158]; molecular adaptor activity [GO:0060090]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; peptide hormone receptor binding [GO:0051428]; phosphoprotein phosphatase activity [GO:0004721]; phosphotyrosine residue binding [GO:0001784]; protein kinase binding [GO:0019901]; protein tyrosine kinase binding [GO:1990782]; protein tyrosine phosphatase activity [GO:0004725]; receptor tyrosine kinase binding [GO:0030971]; signaling receptor complex adaptor activity [GO:0030159],cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],,,Q06124;,R-HSA-1059683;R-HSA-109704;R-HSA-110056;R-HSA-112411;R-HSA-114604;R-HSA-1170546;R-HSA-1257604;R-HSA-1295596;R-HSA-1433557;R-HSA-180292;R-HSA-186763;R-HSA-210990;R-HSA-210993;R-HSA-2219530;R-HSA-2586552;R-HSA-388841;R-HSA-389513;R-HSA-389948;R-HSA-391160;R-HSA-418886;R-HSA-432142;R-HSA-512988;R-HSA-5654689;R-HSA-5654693;R-HSA-5654695;R-HSA-5654700;R-HSA-5654706;R-HSA-5654710;R-HSA-5654712;R-HSA-5654720;R-HSA-5654726;R-HSA-5654727;R-HSA-5654732;R-HSA-5654733;R-HSA-6811558;R-HSA-877312;R-HSA-8853659;R-HSA-8854691;R-HSA-8865999;R-HSA-8934593;R-HSA-9008059;R-HSA-9028731;R-HSA-909733;R-HSA-912694;R-HSA-936964;R-HSA-9607240;R-HSA-9645135;R-HSA-9674555;R-HSA-9680350;R-HSA-9702518;R-HSA-9703648;R-HSA-9705671;,,P10275; P32239; Q9BZW8; P20138; Q08345; P00533; P29317; P04626; Q8WU20; Q13480; Q9UQC2; P62993; P08069; P06213; P35568; P43628; P10721; P08581; O95297; Q15116; P09619; P16284; P49023; P49247; Q13049; P68105; Q71V39; P35570; P97710; Q6P1J9; Q13480; O75496; Q9UKI8
gene-LOC134686981|LOC134686981,59.234222422243,0.455778126191599,0.159979579195502,2.30700259605432e-4,0.0153525909627649,LOC134686981,lcl|NC_086382.1_cds_XP_063402946.1_37933,sp,Q9UL25,RAB21,HUMAN,76.961,204,43,1,31,630,19,222,6.82e-110,317,reviewed,RAB21_HUMAN,Ras-related protein Rab-21,RAB21 KIAA0118,Homo sapiens (Human),225,GO:0000139; GO:0003924; GO:0005525; GO:0005768; GO:0005769; GO:0005789; GO:0005802; GO:0005829; GO:0005925; GO:0006886; GO:0008089; GO:0009898; GO:0012505; GO:0012506; GO:0017157; GO:0019003; GO:0030516; GO:0031901; GO:0032154; GO:0032482; GO:0032580; GO:0045202; GO:0048260; GO:0050775; GO:0050821; GO:0070062; GO:0098559; GO:1904115; GO:2000643,anterograde axonal transport [GO:0008089]; intracellular protein transport [GO:0006886]; positive regulation of dendrite morphogenesis [GO:0050775]; positive regulation of early endosome to late endosome transport [GO:2000643]; positive regulation of receptor-mediated endocytosis [GO:0048260]; protein stabilization [GO:0050821]; Rab protein signal transduction [GO:0032482]; regulation of axon extension [GO:0030516]; regulation of exocytosis [GO:0017157],GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924],axon cytoplasm [GO:1904115]; cleavage furrow [GO:0032154]; cytoplasmic side of early endosome membrane [GO:0098559]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endomembrane system [GO:0012505]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; synapse [GO:0045202]; trans-Golgi network [GO:0005802]; vesicle membrane [GO:0012506],,,Q9UL25;,R-HSA-8873719;R-HSA-8876198;,,Q9UKG1; Q9UJ41-2
gene-LOC134721118|LOC134721118,21.5291910893032,-0.454958063167877,0.203020571314502,0.00116123084803803,0.0450782321893293,LOC134721118,lcl|NC_086378.1_cds_XP_063439944.1_24309,sp,Q3T0Q3,RPB3,BOVIN,75.182,274,67,1,1,819,1,274,4.76e-159,446,reviewed,RPB3_BOVIN,DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (DNA-directed RNA polymerase II subunit C),POLR2C,Bos taurus (Bovine),275,GO:0003677; GO:0003899; GO:0005634; GO:0005665; GO:0005829; GO:0006366; GO:0008270; GO:0046983,transcription by RNA polymerase II [GO:0006366],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270],"cytosol [GO:0005829]; nucleus [GO:0005634]; RNA polymerase II, core complex [GO:0005665]",,,,R-BTA-112382;R-BTA-113418;R-BTA-5578749;R-BTA-674695;R-BTA-6781823;R-BTA-6782135;R-BTA-6782210;R-BTA-6796648;R-BTA-6803529;R-BTA-6807505;R-BTA-72086;R-BTA-72163;R-BTA-72165;R-BTA-72203;R-BTA-73776;R-BTA-73779;R-BTA-75953;R-BTA-75955;R-BTA-76042;R-BTA-77075;R-BTA-9018519;,,
gene-LOC134684267|LOC134684267,74.1928185181393,0.46348053990518,0.162850608353352,2.32295048955177e-4,0.0153525909627649,LOC134684267,lcl|NC_086381.1_cds_XP_063399609.1_33864,sp,P59672,ANS1A,MOUSE,42.925,424,209,8,3511,4758,683,1081,8.92e-92,328,reviewed,ANS1A_MOUSE,Ankyrin repeat and SAM domain-containing protein 1A (Odin),Anks1a Anks1 Kiaa0229 Odin,Mus musculus (Mouse),1150,GO:0005829; GO:0006929; GO:0016322; GO:0043005; GO:0046875; GO:0048013; GO:1901187; GO:2000059,ephrin receptor signaling pathway [GO:0048013]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; neuron remodeling [GO:0016322]; regulation of ephrin receptor signaling pathway [GO:1901187]; substrate-dependent cell migration [GO:0006929],ephrin receptor binding [GO:0046875],cytosol [GO:0005829]; neuron projection [GO:0043005],,,,,,
gene-LOC134684267|LOC134684267,74.1928185181393,0.46348053990518,0.162850608353352,2.32295048955177e-4,0.0153525909627649,LOC134684267,lcl|NC_086381.1_cds_XP_063399609.1_33864,sp,P59672,ANS1A,MOUSE,40.432,324,144,4,37,870,3,323,8.98e-57,220,reviewed,ANS1A_MOUSE,Ankyrin repeat and SAM domain-containing protein 1A (Odin),Anks1a Anks1 Kiaa0229 Odin,Mus musculus (Mouse),1150,GO:0005829; GO:0006929; GO:0016322; GO:0043005; GO:0046875; GO:0048013; GO:1901187; GO:2000059,ephrin receptor signaling pathway [GO:0048013]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; neuron remodeling [GO:0016322]; regulation of ephrin receptor signaling pathway [GO:1901187]; substrate-dependent cell migration [GO:0006929],ephrin receptor binding [GO:0046875],cytosol [GO:0005829]; neuron projection [GO:0043005],,,,,,
gene-LOC134708054|LOC134708054,45.7494536775723,0.353752746173588,0.144401538090884,9.14321514971105e-4,0.038596165628748,LOC134708054,lcl|NC_086374.1_cds_XP_063424400.1_9883,sp,Q8BGD9,IF4B,MOUSE,45,220,100,8,1,609,1,216,8.93e-33,138,reviewed,IF4B_MOUSE,Eukaryotic translation initiation factor 4B (eIF-4B),Eif4b,Mus musculus (Mouse),611,GO:0003723; GO:0003743; GO:0005829; GO:0030425; GO:0043025,,RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743],cytosol [GO:0005829]; dendrite [GO:0030425]; neuronal cell body [GO:0043025],,,,R-MMU-156827;R-MMU-166208;R-MMU-429947;R-MMU-72649;R-MMU-72662;R-MMU-72702;R-MMU-72706;,,
gene-LOC134695307|LOC134695307,195.153653925535,0.370489349146641,0.107171584107126,3.98894308091308e-5,0.0042786318981007,LOC134695307,lcl|NC_086385.1_cds_XP_063412601.1_45741,sp,Q92615,LAR4B,HUMAN,62.644,174,65,0,403,924,151,324,3.09e-60,221,reviewed,LAR4B_HUMAN,La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5),LARP4B KIAA0217 LARP5,Homo sapiens (Human),738,GO:0003723; GO:0003730; GO:0005730; GO:0005829; GO:0010494; GO:0016020; GO:0045727; GO:1905870,positive regulation of 3'-UTR-mediated mRNA stabilization [GO:1905870]; positive regulation of translation [GO:0045727],mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723],cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730],,,Q92615;,,,P0C7T5; Q9Y5Z0; P46379-2; P02489; Q01658; P41091; O75460-2; Q9Y624; Q0VDC6; Q9Y5Q9; P54652; P42858; O14901; Q92876; Q9Y5V3; P28331-2; Q8N2W9; P63244; P49591; P14927; E9KL35
