gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134688085|LOC134688085,22.0120789811405,0.620834899966697,0.252396810731865,5.96960926907196e-4,0.0230059557215773,LOC134688085,lcl|NC_086373.1_cds_XP_063404631.1_4145,sp,Q9FN03,UVR8,ARATH,39.459,185,99,7,2329,2868,225,401,3.58e-22,105,reviewed,UVR8_ARATH,Ultraviolet-B receptor UVR8 (Protein UV-B RESISTANCE 8) (RCC1 domain-containing protein UVR8),UVR8 At5g63860 MGI19.7,Arabidopsis thaliana (Mouse-ear cress),440,GO:0000785; GO:0003682; GO:0005085; GO:0005634; GO:0005829; GO:0009411; GO:0009536; GO:0009649; GO:0009881; GO:0010224; GO:0042802; GO:0042803,entrainment of circadian clock [GO:0009649]; response to UV [GO:0009411]; response to UV-B [GO:0010224],chromatin binding [GO:0003682]; guanyl-nucleotide exchange factor activity [GO:0005085]; identical protein binding [GO:0042802]; photoreceptor activity [GO:0009881]; protein homodimerization activity [GO:0042803],chromatin [GO:0000785]; cytosol [GO:0005829]; nucleus [GO:0005634]; plastid [GO:0009536],At5g63860,,,,,P43254; Q9FFA7; Q9FN03
gene-LOC134711994|LOC134711994,16.7887862853333,-1.11043494111861,0.5381050231613,9.86733485705627e-4,0.0317386375476107,LOC134711994,lcl|NC_086375.1_cds_XP_063429143.1_14086,sp,P24044,CALM,PLAFA,39.189,148,86,1,1,432,1,148,5.85e-31,111,reviewed,CALM_PLAFA,Calmodulin,CAM,Plasmodium falciparum,149,GO:0005509; GO:0005737; GO:0005823; GO:0020007; GO:0030234; GO:0051300,spindle pole body organization [GO:0051300],calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234],apical complex [GO:0020007]; central plaque of spindle pole body [GO:0005823]; cytoplasm [GO:0005737],,,,,,
gene-LOC134720932|LOC134720932,213.492412490868,2.18587292312857,0.955355993404512,5.77037808622408e-4,0.0226741915388099,LOC134720932,lcl|NC_086378.1_cds_XP_063439582.1_23872,tr,A0A193DUA2,A0A193DUA2,MYTCO,35.518,656,376,22,292,2181,105,739,8.49e-107,347,unreviewed,A0A193DUA2_MYTCO,Byssal peroxidase-like protein 2,,Mytilus coruscus (Sea mussel),742,GO:0004601; GO:0006979; GO:0020037; GO:0046872,response to oxidative stress [GO:0006979],heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601],,NA,NA,NA,NA,,NA
gene-LOC134711029|LOC134711029,429.76962182853,0.424967682835569,0.121760395474749,3.5420849461161e-5,0.00339207128849738,LOC134711029,lcl|NC_086375.1_cds_XP_063427526.1_12219,sp,Q3T145,MDHC,BOVIN,68.563,334,103,2,1,999,1,333,6.92e-164,463,reviewed,MDHC_BOVIN,"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (EC 1.1.1.96) (Cytosolic malate dehydrogenase)",MDH1,Bos taurus (Bovine),334,GO:0005813; GO:0005829; GO:0006099; GO:0006107; GO:0006108; GO:0006734; GO:0006739; GO:0030060; GO:0047995,malate metabolic process [GO:0006108]; NADH metabolic process [GO:0006734]; NADP metabolic process [GO:0006739]; oxaloacetate metabolic process [GO:0006107]; tricarboxylic acid cycle [GO:0006099],hydroxyphenylpyruvate reductase activity [GO:0047995]; L-malate dehydrogenase activity [GO:0030060],centrosome [GO:0005813]; cytosol [GO:0005829],,,,R-BTA-9856872;,,
gene-LOC134728203|LOC134728203,71.6294916321728,0.529714068851185,0.223353707672035,8.20637295318933e-4,0.0282327405977535,LOC134728203,lcl|NC_086373.1_cds_XP_063448789.1_2855,sp,P26636,SYSC,CRIGR,70.711,478,138,2,1,1431,1,477,0,715,reviewed,SYSC_CRIGR,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",SARS1 SARS,Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus),512,GO:0000049; GO:0000122; GO:0000978; GO:0001514; GO:0002181; GO:0004828; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006434; GO:0016525; GO:0070158; GO:0098619; GO:1904046,cytoplasmic translation [GO:0002181]; mitochondrial seryl-tRNA aminoacylation [GO:0070158]; negative regulation of angiogenesis [GO:0016525]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of vascular endothelial growth factor production [GO:1904046]; selenocysteine incorporation [GO:0001514]; seryl-tRNA aminoacylation [GO:0006434],ATP binding [GO:0005524]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; selenocysteine-tRNA ligase activity [GO:0098619]; serine-tRNA ligase activity [GO:0004828]; tRNA binding [GO:0000049],cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634],,,,,UPA00906;,
gene-LOC134725929|LOC134725929,110.867687797984,2.13445331774593,0.345865934637791,3.19038292199218e-11,8.52470316756311e-8,LOC134725929,lcl|NC_086379.1_cds_XP_063446294.1_30613,sp,Q9VAF5,CAD99,DROME,30.744,309,169,13,253,1128,93,373,9.15e-29,124,reviewed,CAD99_DROME,Cadherin-99C,Cad99C CG31009,Drosophila melanogaster (Fruit fly),1706,GO:0002385; GO:0005509; GO:0005886; GO:0005902; GO:0007156; GO:0007304; GO:0007305; GO:0007605; GO:0010008; GO:0016324; GO:0016339; GO:0017022; GO:0019722; GO:0031528; GO:0032529; GO:0032533; GO:0035239; GO:0044331; GO:0045176; GO:0098609; GO:2000370,apical protein localization [GO:0045176]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; calcium-mediated signaling [GO:0019722]; cell-cell adhesion [GO:0098609]; cell-cell adhesion mediated by cadherin [GO:0044331]; chorion-containing eggshell formation [GO:0007304]; follicle cell microvillus organization [GO:0032529]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; mucosal immune response [GO:0002385]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; regulation of follicle cell microvillus length [GO:0032533]; sensory perception of sound [GO:0007605]; tube morphogenesis [GO:0035239]; vitelline membrane formation involved in chorion-containing eggshell formation [GO:0007305],calcium ion binding [GO:0005509]; myosin binding [GO:0017022],apical plasma membrane [GO:0016324]; endosome membrane [GO:0010008]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886],,"INDUCTION: Up-regulated in the adult anterior midgut after the ingestion of bacterial uracil. Strong up-regulation detected 1 hour, 2 hours and 16 hours after ingestion, whereas no up-regulation was detected at 4 hours. {ECO:0000269|PubMed:25639794}.",,,,Q9V3Z6
gene-LOC134721315|LOC134721315,240.964647514478,1.22696167095938,0.265415800576268,1.77741478886394e-7,5.21409611821681e-5,LOC134721315,lcl|NC_086373.1_cds_XP_063440290.1_1607,sp,Q8R5I6,GSTM4,MOUSE,48.372,215,110,1,1,642,1,215,3.11e-71,219,reviewed,GSTM4_MOUSE,Glutathione S-transferase Mu 4 (EC 2.5.1.18) (GST class-mu 4) (GSTM4-4) (Glutathione transferase GSTM7-7) (Leukotriene C4 synthase GSTM4) (EC 4.4.1.20),Gstm4 Gstm7 Gstm7-7,Mus musculus (Mouse),218,GO:0004364; GO:0004464; GO:0005829; GO:0006749; GO:0018916; GO:0019899; GO:0042178; GO:0042759; GO:0042803; GO:0043295; GO:0045171,glutathione metabolic process [GO:0006749]; long-chain fatty acid biosynthetic process [GO:0042759]; nitrobenzene metabolic process [GO:0018916]; xenobiotic catabolic process [GO:0042178],enzyme binding [GO:0019899]; glutathione binding [GO:0043295]; glutathione transferase activity [GO:0004364]; leukotriene-C4 synthase activity [GO:0004464]; protein homodimerization activity [GO:0042803],cytosol [GO:0005829]; intercellular bridge [GO:0045171],,,,R-MMU-156590;R-MMU-9026762;,,
gene-LOC134716149|LOC134716149,19.7685195093408,-0.880667501610992,0.409663870931256,9.14757494090146e-4,0.0305529003026109,LOC134716149,lcl|NC_086376.1_cds_XP_063435011.1_20013,sp,Q803A6,MCMBP,DANRE,47.049,627,295,10,19,1827,6,619,0,563,reviewed,MCMBP_DANRE,Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein),mcmbp si:dkey-192p21.2,Danio rerio (Zebrafish) (Brachydanio rerio),631,GO:0003682; GO:0005634; GO:0006261; GO:0007062; GO:0051301,cell division [GO:0051301]; DNA-templated DNA replication [GO:0006261]; sister chromatid cohesion [GO:0007062],chromatin binding [GO:0003682],nucleus [GO:0005634],,,,,,
gene-LOC134706117|LOC134706117,67.6784215482696,0.661899884083515,0.199598750575758,4.42587939862905e-5,0.00389866475378137,LOC134706117,lcl|NC_086374.1_cds_XP_063420896.1_10623,sp,B3EWY9,MLP,ACRMI,27.305,1117,643,40,9148,12300,352,1365,4.38e-91,335,reviewed,MLP_ACRMI,Mucin-like protein,,Acropora millepora (Staghorn coral) (Heteropora millepora),1594,GO:0005176; GO:0005509; GO:0005615; GO:0007160; GO:0016020,cell-matrix adhesion [GO:0007160],calcium ion binding [GO:0005509]; ErbB-2 class receptor binding [GO:0005176],extracellular space [GO:0005615]; membrane [GO:0016020],,,,,,
gene-LOC134706117|LOC134706117,67.6784215482696,0.661899884083515,0.199598750575758,4.42587939862905e-5,0.00389866475378137,LOC134706117,lcl|NC_086374.1_cds_XP_063420896.1_10623,sp,B3EWY9,MLP,ACRMI,29.102,323,162,14,12133,13065,1096,1363,8.04e-24,115,reviewed,MLP_ACRMI,Mucin-like protein,,Acropora millepora (Staghorn coral) (Heteropora millepora),1594,GO:0005176; GO:0005509; GO:0005615; GO:0007160; GO:0016020,cell-matrix adhesion [GO:0007160],calcium ion binding [GO:0005509]; ErbB-2 class receptor binding [GO:0005176],extracellular space [GO:0005615]; membrane [GO:0016020],,,,,,
gene-LOC134718752|LOC134718752,690.317301238944,-0.20886551550307,0.0804998935637849,0.00186387643010289,0.0488262531493619,LOC134718752,lcl|NC_086373.1_cds_XP_063437509.1_1161,sp,Q9WV92,E41L3,MOUSE,56.268,343,140,6,568,1587,116,451,6.75e-120,407,reviewed,E41L3_MOUSE,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (DAL1P) (mDAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",Epb41l3 Dal1 Epb4.1l3 Kiaa0987,Mus musculus (Mouse),929,GO:0002175; GO:0003779; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0005911; GO:0006915; GO:0008360; GO:0014069; GO:0030865; GO:0030866; GO:0030913; GO:0031032; GO:0033270; GO:0043217; GO:0044224; GO:0048812; GO:0061564; GO:0071205; GO:0072659; GO:0106006; GO:1990227,actomyosin structure organization [GO:0031032]; apoptotic process [GO:0006915]; axon development [GO:0061564]; cortical actin cytoskeleton organization [GO:0030866]; cortical cytoskeleton organization [GO:0030865]; myelin maintenance [GO:0043217]; neuron projection morphogenesis [GO:0048812]; paranodal junction assembly [GO:0030913]; paranodal junction maintenance [GO:1990227]; protein localization to juxtaparanode region of axon [GO:0071205]; protein localization to paranode region of axon [GO:0002175]; protein localization to plasma membrane [GO:0072659]; regulation of cell shape [GO:0008360],actin binding [GO:0003779]; cytoskeletal protein-membrane anchor activity [GO:0106006]; structural constituent of cytoskeleton [GO:0005200],cell-cell junction [GO:0005911]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; juxtaparanode region of axon [GO:0044224]; paranode region of axon [GO:0033270]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069],,,,R-MMU-6794361;,,
gene-LOC134718752|LOC134718752,690.317301238944,-0.20886551550307,0.0804998935637849,0.00186387643010289,0.0488262531493619,LOC134718752,lcl|NC_086373.1_cds_XP_063437595.1_1171,sp,Q9Y2J2,E41L3,HUMAN,54.286,175,76,3,1,519,295,467,5.33e-48,191,reviewed,E41L3_HUMAN,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",EPB41L3 DAL1 KIAA0987,Homo sapiens (Human),1087,GO:0002175; GO:0003779; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0005911; GO:0006915; GO:0008360; GO:0030054; GO:0030865; GO:0030866; GO:0030913; GO:0031032; GO:0033270; GO:0043217; GO:0044224; GO:0048812; GO:0071205; GO:0072659; GO:0106006,actomyosin structure organization [GO:0031032]; apoptotic process [GO:0006915]; cortical actin cytoskeleton organization [GO:0030866]; cortical cytoskeleton organization [GO:0030865]; myelin maintenance [GO:0043217]; neuron projection morphogenesis [GO:0048812]; paranodal junction assembly [GO:0030913]; protein localization to juxtaparanode region of axon [GO:0071205]; protein localization to paranode region of axon [GO:0002175]; protein localization to plasma membrane [GO:0072659]; regulation of cell shape [GO:0008360],actin binding [GO:0003779]; cytoskeletal protein-membrane anchor activity [GO:0106006]; structural constituent of cytoskeleton [GO:0005200],cell junction [GO:0030054]; cell-cell junction [GO:0005911]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; juxtaparanode region of axon [GO:0044224]; paranode region of axon [GO:0033270]; plasma membrane [GO:0005886],,,Q9Y2J2;,R-HSA-6794361;R-HSA-9662360;R-HSA-9662361;,,P61981; Q5MJ10; P15884
gene-LOC134696787|LOC134696787,68.668719570394,-0.574004582275095,0.189242483652595,1.20889884523482e-4,0.00770054626767901,LOC134696787,lcl|NC_086373.1_cds_XP_063414820.1_5518,sp,Q5UR67,RIBX,MIMIV,40.491,163,86,3,454,909,5,167,2.9e-28,112,reviewed,RIBX_MIMIV,N-glycosidase R617 (EC 3.2.2.-) (Riboflavin biosynthesis intermediates N-glycosidase),MIMI_R617,Acanthamoeba polyphaga mimivirus (APMV),170,GO:0016798,,"hydrolase activity, acting on glycosyl bonds [GO:0016798]",,MIMI_R617,,,,,
gene-LOC134720746|LOC134720746,80.8263798148633,0.608717059645727,0.24115454323938,5.07949791795237e-4,0.0205642703587405,LOC134720746,lcl|NC_086378.1_cds_XP_063439295.1_23457,sp,Q9N1R6,BAT1,RABIT,50.522,479,227,3,169,1596,16,487,1.95e-158,463,reviewed,BAT1_RABIT,"b(0,+)-type amino acid transporter 1 (b(0,+)AT) (4F2-LC6) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)",SLC7A9 BAT1,Oryctolagus cuniculus (Rabbit),487,GO:0005886; GO:0015175; GO:0015184; GO:0015804; GO:0015811; GO:0016020; GO:0016324; GO:0031526; GO:0042605; GO:0180009,L-cystine transport [GO:0015811]; neutral amino acid transport [GO:0015804],broad specificity neutral L-amino acid:basic L-amino acid antiporter activity [GO:0180009]; L-cystine transmembrane transporter activity [GO:0015184]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605],apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; membrane [GO:0016020]; plasma membrane [GO:0005886],,,,,,
gene-LOC134687436|LOC134687436,3547.67952488706,0.93492759295171,0.124722787416782,3.58543285570524e-15,2.87408297713332e-11,LOC134687436,lcl|NC_086373.1_cds_XP_063403806.1_4017,sp,P28491,CALR,PIG,71.72,343,94,3,46,1071,17,357,6.35e-161,462,reviewed,CALR_PIG,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP),CALR,Sus scrofa (Pig),417,GO:0005509; GO:0005576; GO:0005789; GO:0005829; GO:0006457; GO:0009986; GO:0030246; GO:0033018; GO:0036503; GO:0044194; GO:0050821; GO:0051082; GO:0060473,ERAD pathway [GO:0036503]; protein folding [GO:0006457]; protein stabilization [GO:0050821],calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; unfolded protein binding [GO:0051082],cell surface [GO:0009986]; cortical granule [GO:0060473]; cytolytic granule [GO:0044194]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; sarcoplasmic reticulum lumen [GO:0033018],,,,R-SSC-1236974;R-SSC-3000480;R-SSC-901042;R-SSC-983170;,,
gene-LOC134690801|LOC134690801,703.053134721482,0.35923242161928,0.0800799421617654,7.11793067132869e-7,1.67815683121679e-4,LOC134690801,lcl|NC_086373.1_cds_XP_063406941.1_4543,sp,Q9JLR1,S61A2,MOUSE,90.126,476,47,0,1,1428,1,476,0,877,reviewed,S61A2_MOUSE,Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2),Sec61a2,Mus musculus (Mouse),476,GO:0005048; GO:0005784; GO:0006616; GO:0008320; GO:0031204; GO:0043022,"post-translational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]",protein transmembrane transporter activity [GO:0008320]; ribosome binding [GO:0043022]; signal sequence binding [GO:0005048],Sec61 translocon complex [GO:0005784],,,,,,
gene-LOC134711825|LOC134711825,49.110870885249,0.398551082421524,0.177081341196501,0.00146713324422513,0.0411207695304498,LOC134711825,lcl|NC_086375.1_cds_XP_063428803.1_13701,sp,Q9Y2G3,AT11B,HUMAN,51.521,1085,472,10,49,3186,20,1089,0,1110,reviewed,AT11B_HUMAN,Phospholipid-transporting ATPase IF (EC 7.6.2.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B),ATP11B ATPIF ATPIR KIAA0956,Homo sapiens (Human),1177,GO:0000287; GO:0005524; GO:0005637; GO:0005783; GO:0005794; GO:0005886; GO:0006811; GO:0015075; GO:0015917; GO:0016020; GO:0016887; GO:0031901; GO:0034220; GO:0035577; GO:0045332; GO:0055037; GO:0055038; GO:0090555; GO:0090556; GO:0140326; GO:1990531,aminophospholipid transport [GO:0015917]; monoatomic ion transmembrane transport [GO:0034220]; monoatomic ion transport [GO:0006811]; phospholipid translocation [GO:0045332],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]; monoatomic ion transmembrane transporter activity [GO:0015075]; phosphatidylethanolamine flippase activity [GO:0090555]; phosphatidylserine floppase activity [GO:0090556],azurophil granule membrane [GO:0035577]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; phospholipid-translocating ATPase complex [GO:1990531]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038],,,Q9Y2G3;,R-HSA-6798695;R-HSA-936837;,,Q9NV96
gene-LOC134715685|LOC134715685,169.532094212842,0.678228062300606,0.16569154084005,2.27783766765702e-6,4.29612680415002e-4,LOC134715685,lcl|NC_086376.1_cds_XP_063434100.1_18890,sp,Q8JG64,PDIA3,CHICK,54.428,463,202,6,46,1416,24,483,8.43e-167,483,reviewed,PDIA3_CHICK,Protein disulfide-isomerase A3 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Glucose-regulated thiol oxidoreductase 58 kDa protein),PDIA3 ERP57 GRP58,Gallus gallus (Chicken),505,GO:0002502; GO:0003756; GO:0005615; GO:0005783; GO:0005788; GO:0006457; GO:0009986; GO:0015035; GO:0034976; GO:0042470; GO:0042802; GO:0061779; GO:0070527; GO:0097191; GO:0098761; GO:2001238,cellular response to interleukin-7 [GO:0098761]; extrinsic apoptotic signaling pathway [GO:0097191]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; platelet aggregation [GO:0070527]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; protein folding [GO:0006457]; response to endoplasmic reticulum stress [GO:0034976],identical protein binding [GO:0042802]; protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035],cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; melanosome [GO:0042470]; Tapasin-ERp57 complex [GO:0061779],,,,R-GGA-1236974;R-GGA-901042;R-GGA-983170;,,
gene-LOC134688291|LOC134688291,110.434079856351,-0.30652230048334,0.127396181587155,0.00150267954950758,0.0419703110412989,LOC134688291,lcl|NC_086382.1_cds_XP_063404920.1_39772,sp,Q56A18,SMCE1,RAT,53.942,241,100,1,196,918,35,264,3.98e-74,246,reviewed,SMCE1_RAT,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57),Smarce1 Baf57,Rattus norvegicus (Rat),376,GO:0003677; GO:0003723; GO:0006337; GO:0006338; GO:0007286; GO:0008080; GO:0016514; GO:0016922; GO:0022008; GO:0045892; GO:0071564; GO:0071565,chromatin remodeling [GO:0006338]; negative regulation of DNA-templated transcription [GO:0045892]; neurogenesis [GO:0022008]; nucleosome disassembly [GO:0006337]; spermatid development [GO:0007286],DNA binding [GO:0003677]; N-acetyltransferase activity [GO:0008080]; nuclear receptor binding [GO:0016922]; RNA binding [GO:0003723],nBAF complex [GO:0071565]; npBAF complex [GO:0071564]; SWI/SNF complex [GO:0016514],,,,R-RNO-3214858;R-RNO-8939243;,,
gene-LOC134701377|LOC134701377,24.9215924165003,0.932437270366443,0.418145166430532,8.25468359954814e-4,0.0282775827922982,LOC134701377,lcl|NW_026963317.1_cds_XP_063418587.1_52275,sp,P45878,FKBP2,MOUSE,73.759,141,36,1,1,423,1,140,3.87e-74,220,reviewed,FKBP2_MOUSE,Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase),Fkbp2 Fkbp13,Mus musculus (Mouse),140,GO:0003755; GO:0005783; GO:0005789; GO:0061077,chaperone-mediated protein folding [GO:0061077],peptidyl-prolyl cis-trans isomerase activity [GO:0003755],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789],,,,,,
gene-LOC134680881|LOC134680881,47.2043706509705,-0.681281207859989,0.220355022118983,8.95096782030584e-5,0.00640633553996175,LOC134680881,lcl|NC_086380.1_cds_XP_063396229.1_32312,sp,Q8BGS2,BOLA2,MOUSE,50,84,41,1,1,249,1,84,1.46e-24,90.9,reviewed,BOLA2_MOUSE,BolA-like protein 2,Bola2,Mus musculus (Mouse),86,GO:0005634; GO:0005737; GO:0005829; GO:0006879; GO:0044571; GO:0051536; GO:0051537; GO:0097428,[2Fe-2S] cluster assembly [GO:0044571]; intracellular iron ion homeostasis [GO:0006879]; protein maturation by iron-sulfur cluster transfer [GO:0097428],"2 iron, 2 sulfur cluster binding [GO:0051537]; iron-sulfur cluster binding [GO:0051536]",cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634],,,,,,
gene-LOC134712115|LOC134712115,41.7400506871737,-0.568267266463236,0.173265481219991,5.52364632541699e-5,0.00440084269254188,LOC134712115,lcl|NC_086375.1_cds_XP_063429357.1_14335,sp,Q5RFQ0,FCF1,PONAB,73.096,197,52,1,1,588,1,197,4.68e-103,298,reviewed,FCF1_PONAB,rRNA-processing protein FCF1 homolog,FCF1,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),198,GO:0000447; GO:0000480; GO:0005730; GO:0032040; GO:0042274,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; ribosomal small subunit biogenesis [GO:0042274]",,nucleolus [GO:0005730]; small-subunit processome [GO:0032040],,,,,,
gene-LOC134689809|LOC134689809,299.999583919412,0.844281505678339,0.282579447841535,1.15904579828647e-4,0.00767843894137552,LOC134689809,lcl|NC_086383.1_cds_XP_063405844.1_41212,sp,B3EWZ6,MLRP2,ACRMI,26.235,1235,681,55,10216,13704,844,1920,3.31e-63,246,reviewed,MLRP2_ACRMI,MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2),,Acropora millepora (Staghorn coral) (Heteropora millepora),7311,GO:0005576; GO:0016020,,,extracellular region [GO:0005576]; membrane [GO:0016020],,,,,,
gene-LOC134689809|LOC134689809,299.999583919412,0.844281505678339,0.282579447841535,1.15904579828647e-4,0.00767843894137552,LOC134689809,lcl|NC_086383.1_cds_XP_063405844.1_41212,sp,B3EWZ6,MLRP2,ACRMI,24.414,1323,759,60,10168,13671,2977,4213,1.53e-62,244,reviewed,MLRP2_ACRMI,MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2),,Acropora millepora (Staghorn coral) (Heteropora millepora),7311,GO:0005576; GO:0016020,,,extracellular region [GO:0005576]; membrane [GO:0016020],,,,,,
gene-LOC134689809|LOC134689809,299.999583919412,0.844281505678339,0.282579447841535,1.15904579828647e-4,0.00767843894137552,LOC134689809,lcl|NC_086383.1_cds_XP_063405844.1_41212,sp,B3EWZ6,MLRP2,ACRMI,24.082,1362,775,58,9886,13701,201,1393,9.76e-58,228,reviewed,MLRP2_ACRMI,MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2),,Acropora millepora (Staghorn coral) (Heteropora millepora),7311,GO:0005576; GO:0016020,,,extracellular region [GO:0005576]; membrane [GO:0016020],,,,,,
gene-LOC134689809|LOC134689809,299.999583919412,0.844281505678339,0.282579447841535,1.15904579828647e-4,0.00767843894137552,LOC134689809,lcl|NC_086383.1_cds_XP_063405844.1_41212,sp,B3EWZ6,MLRP2,ACRMI,25.283,1238,696,51,10243,13713,1353,2442,3.75e-57,226,reviewed,MLRP2_ACRMI,MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2),,Acropora millepora (Staghorn coral) (Heteropora millepora),7311,GO:0005576; GO:0016020,,,extracellular region [GO:0005576]; membrane [GO:0016020],,,,,,
gene-LOC134689809|LOC134689809,299.999583919412,0.844281505678339,0.282579447841535,1.15904579828647e-4,0.00767843894137552,LOC134689809,lcl|NC_086383.1_cds_XP_063405844.1_41212,sp,B3EWZ6,MLRP2,ACRMI,30.088,565,349,17,3826,5412,5,559,1.82e-53,214,reviewed,MLRP2_ACRMI,MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2),,Acropora millepora (Staghorn coral) (Heteropora millepora),7311,GO:0005576; GO:0016020,,,extracellular region [GO:0005576]; membrane [GO:0016020],,,,,,
